context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
。第二十八条   本办法自2019年7月21日起施行，有效期五年。相关附件：二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5,"本办法指的是什么办法？
",本办法指的是自2019年7月21日起施行，有效期五年的办法。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,4.0,上下文中提到了“第二十八条 本办法自2019年7月21日起施行，有效期五年”，这句话清楚地说明了“本办法”的指代内容，即一个在2019年7月21日开始实行，有效期为五年的办法。因此，根据上下文可以明确回答“本办法”指的是什么。,3.0,这个问题依赖于具体的上下文，如果是在政策文件中提出的问题，通常会有明确的定义或者上下文描述来说明“本办法”所指的具体办法。因此，对于普通公民来说，如果他们需要理解政策文件的内容，了解“本办法”的含义是非常关键的。这个问题的用处取决于政策文件的具体内容和目标受众。,1.0,该问题没有提供任何上下文信息，也没有指代特定的设置或者文件，因此它的意义不明确，需要更多的信息才能理解。
。第二十条   地下工程竣工后，建设单位应当组织设计、施工、工程监理等有关单位进行竣工验收，经验收合格的方可交付使用。建设单位应当自竣工验收合格之日起15日内，依法将建设工程竣工验收报告及自然资源和规划、公安、应急管理、生态环境等部门出具的认可文件或者准许使用文件报相关部门备案，并及时移交建设项目档案。第四章   地下空间权利登记第二十一条   地下空间建（构）筑物产权登记，应当按照现行的法律法规、规章和技术规范执行,"建设单位在地下工程竣工后多久需要将竣工验收报告报备相关部门？
",建设单位应当自竣工验收合格之日起15日内，依法将建设工程竣工验收报告报相关部门备案。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,5.0,根据上下文中的第二十条，建设单位应在地下工程竣工验收合格之日起15日内报备相关部门。因此，该问题可以明确回答。,5.0,这个问题对于普通公民理解政策文件非常有用，因为它涉及到具体的法规要求和行政程序。了解建设单位在地下工程竣工后需要多久报备验收报告，有助于公民了解自己的权利和义务，以及如何监督建设单位遵守相关法规。此外，这个问题还涉及到政府部门的职责和监管程序，有助于提高公民对政府工作的认识和理解。,3.0,这个问题是询问具体法规或标准规定的内容，其答案依赖于特定的法律规定和行业准则。不同国家和地区可能有不同的规定，而且这些规定可能会随着时间而变化。因此，为了准确回答这个问题，需要查阅相关的法律法规或行业标准。
。两种情形均按照下列规定办理登记：1．土地出让时规划设计条件明确了地下空间建设内容的，属已取得地下空间建设用地使用权，其不动产登记时实行“低步入轨”的原则，按照商业（不计容部分）200元/平方米、车库（车位）50元/平方米缴纳土地出让价款，完善土地利用手续后，再由不动产登记机构办理权属登记。2．土地出让时未明确地下空间建设内容，后经自然资源和规划部门批准修建地下空间的，参照本款第1条规定缴纳土地出让价款，完善土地利用手续后，再由不动产登记机构办理权属登记（不含超用地红线水平投影的部分）,"在土地出让时规划设计条件明确了地下空间建设内容的情况下，如何缴纳土地出让价款？
",在土地出让时规划设计条件明确了地下空间建设内容的情况下，缴纳土地出让价款的标准是商业（不计容部分）200元/平方米、车库（车位）50元/平方米。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,5.0,该问题在给定上下文的情况下可以清楚、明确地回答，因为上下文提供了具体的缴纳金额和程序。,,,,
"问：地下空间建设用地使用权使用年限如何确定？ 答：地下空间建设用地使用权出让年限根据法律法规规定的用途确定，但不得超过相同用途的地表建设用地使用权最高年限。结建地下空间建设用地使用权终止日期应与地表建设用地使用权的出让终止日期一致。
问：地下空间不动产权首次登记如何办理？ 答：申请办理地下空间建（构）筑物产权首次登记的，申请人应向不动产登记机构提交权属来源证明材料、规划核实意见、工程竣工验收意见、用地核验意见、出让金及税费缴纳凭证、地下空间建（构）筑物测绘报告等材料。结建地下空间建设项目应当与其地上部分一并办理不动产权首次登记。单建地下空间建设项目单独办理不动产权首次登记。","地下空间建设用地使用权使用年限是根据什么确定的？
",地下空间建设用地使用权使用年限是根据法律法规规定的用途确定，但不得超过相同用途的地表建设用地使用权最高年限。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,5.0,提供的答案直接引用了上下文中的信息，清楚地解释了地下空间建设用地使用权使用年限的确定方法，以及终止日期的规定。,,,,
问：在《广安市政府办公室关于印发广安市城市规划区地下空间开发利用管理办法（试行）的通知》（广安府办发〔2016〕44号）失效后、本办法施行前出让的土地，土地出让金如何计算？ 答：在《办法（试行）》失效后、本办法实施前出让的土地，地下建设用地出让价款以宗地成交楼面单价作为计算标准，负一层地下商场及其它经营性建（构）筑物土地出让金按30%、地下停车场按20%计算；负二层土地出让金按负一层的50%计算；负二层以下土地出让金按上一层的50%计算，并依此类推,"《广安市政府办公室关于印发广安市城市规划区地下空间开发利用管理办法（试行）的通知》失效后、本办法施行前出让的土地，土地出让金如何计算？
",在《办法（试行）》失效后、本办法实施前出让的土地，地下建设用地出让价款以宗地成交楼面单价作为计算标准，负一层地下商场及其它经营性建（构）筑物土地出让金按30%、地下停车场按20%计算；负二层土地出让金按负一层的50%计算；负二层以下土地出让金按上一层的50%计算，并依此类推。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,4.0,提供的上下文中包含了详细的计算标准，如宗地成交楼面单价、不同类型地下建筑的比例等，能够清楚、明确地回答问题。,4.0,这个问题对于普通公民理解政策文件非常有用。它关系到土地出让金如何计算，这是土地使用权出让中的一个重要财务问题，直接影响到土地交易的成本和价格，可能会对土地使用者（包括个人和企业）产生财务影响。此外，了解相关政策的变化有助于公民把握政策趋势，对土地市场形成合理预期。,4.0,该问题直接询问了一个特定文件失效后，相关土地出让金的计算方法，这个问题依赖于对特定政策文件和法律条文的理解。如果没有提供上下文信息，比如广安市政府办公室关于印发广安市城市规划区地下空间开发利用管理办法（试行）的通知的具体内容，那么这个问题将无法得到准确的回答。
。第九条   城市地下空间的开发和利用，应当与经济和技术发展水平相适应，遵循统筹安排、综合开发、合理利用的原则，充分考虑防灾减灾、人民防空和通信等需要，并符合城市规划，履行规划审批手续。在地下空间专项规划确定的控制区域内，自然资源和规划主管部门应根据城市建设的实际需要，组织编制城市重点地区的地下空间控制性详细规划，报市政府审批。第十条   地下空间专项规划、控制性详细规划调整应当对修改的必要性进行论证，征求规划地段内利害关系人的意见，并向原审批机关提出专题报告，经原审批机关同意后方可调整。第十一条   城市规划区地下空间专项规划应当依法进行规划环境影响评价,"城市地下空间的开发原则是什么？
",城市地下空间的开发和利用应当与经济和技术发展水平相适应，遵循统筹安排、综合开发、合理利用的原则。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,4.0,根据上下文，第九条明确提出了城市地下空间开发应遵循的原则，即统筹安排、综合开发、合理利用，同时要考虑防灾减灾、人民防空和通信等方面的需求，并且要符合城市规划。这些原则为城市地下空间的开发提供了明确的指导，使得问题可以得到明确回答。,,,,
。3．若以上两种情形无法整体办理地下空间土地利用手续的，在确定分户登记面积和应缴纳土地出让金前提下，由自然资源和规划主管部门与申请人签订《地下空间补充条款》，依法明确权利和义务。市不动产登记中心依规划核实意见、用地核验意见及《地下空间补充条款》先行办理首次登记，申请人可按《地下空间补充条款》约定分批办理分户登记。（二）在《办法（试行）》失效后、本办法实施前出让的土地，地下建设用地出让价款以宗地成交楼面单价作为计算标准，负一层地下商场及其它经营性建（构）筑物土地出让金按30%、地下停车场按20%计算；负二层土地出让金按负一层的50%计算；负二层以下土地出让金按上一层的50%计算，并依此类推,"在《办法（试行）》失效后、本办法实施前出让的土地，如何计算负二层以下土地出让金？
",负二层以下土地出让金按上一层的50%计算，并依此类推。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,5.0,根据上下文，问题涉及到具体的土地出让金计算方式，而上下文已经提供了这一信息。因此，可以根据上下文内容清楚、明确地回答问题。,,,,
。第十二条   利用地下空间进行建设的建设单位应当依法取得规划、建设、消防、环保等法定许可。地下空间不得建设住宅、养老院、托幼园（所）、学校以及法律法规规章等规定禁止建设的其他项目。第三章   建设用地利用管理第十三条   新设立地下空间建设用地使用权，应当遵守城市总体规划、土地利用总体规划和城市规划区地下空间专项规划的规定，不得损害已经设立的物权。自然资源和规划部门对拟设立的地下空间建设用地使用权应当进行科学论证，对已经设立的物权可能产生影响的，不得设立地下空间建设用地使用权,"建设单位在进行地下空间建设时需要取得哪些法定许可？
",建设单位在进行地下空间建设时需要取得规划、建设、消防、环保等法定许可。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,5.0,根据上下文中的第十二条和第十三条，明确规定了进行地下空间建设需要取得的法定许可内容，包括规划、建设、消防、环保等。这些法定许可是建设单位在施工前必须获得的，以确保建设活动合法且符合相关标准。此外，还提到了地下空间建设内容的限制，如禁止建设住宅、养老院、托幼园（所）、学校等，以及新设立地下空间建设用地使用权的条件和规定。这些信息提供了足够的信息来明确回答建设单位在进行地下空间建设时需要取得的法定许可。,4.0,这个问题对于普通公民理解相关政策文件非常有用。了解建设单位在进行地下空间建设时需要取得的法定许可，有助于公民了解相关政策法规的执行情况，保障自己的合法权益。同时，这也有助于提高公民对政府行为的监督能力。,5.0,这个问题询问的是关于建设单位在进行地下空间建设时需要取得的法定许可，这是一个具有普遍性的问题，它不依赖于特定的上下文或信息。该问题的内容是明确和具体的，并且对于了解相关法律法规和建设程序的人来说具有意义。
广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,"广安市人民政府办公室发布了什么文件？
",广安市城市规划区地下空间开发利用管理办法的通知。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,5.0,根据提供的上下文，可以直接得出广安市人民政府办公室发布的文件是《广安市城市规划区地下空间开发利用管理办法》。上下文内容明确指出了发布文件的名称，因此这个问题可以清楚、明确地回答。,,,,
。单建地下空间项目应先组织编制修建性详细规划，提出地下空间使用性质、开发层数、建筑规模等规划设计条件。第十七条   通过出让等有偿使用方式取得的地下空间建设用地使用权，按照分层利用、区别用途的原则，合理确定地价。结建地下空间建设用地使用权与地上土地使用权一并计价出让。自然资源和规划部门依据规划用途及开发范围对地上、地下空间使用权土地出让金进行评估，将地上和地下使用权土地出让金一并纳入出让起始价，最终出让价格以招标、拍卖、挂牌成交价为准，受让人一并取得地上、地下建设用地使用权,"单建地下空间项目在开发前需要进行哪些规划？
",单建地下空间项目在开发前需要组织编制修建性详细规划，并提出地下空间使用性质、开发层数、建筑规模等规划设计条件。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743954600234496000.html,城乡建设、环境保护,广安市人民政府办公室关于印发广安市城市规划区地下空间开发利用管理办法的通知,广安市人民政府办公室,4.0,根据提供的上下文内容，明确指出了在开发单建地下空间项目前需要进行的规划工作，包括规划条件的提出和土地出让金的评估，这些都是项目开发前必须要进行的关键步骤。上下文中并未提及所有可能的规划步骤，如具体的设计规范、环境影响评估等，但这些信息已足够回答问题。,4.0,这个问题对于普通公民理解相关政策文件非常有用，因为它涉及到土地开发和城市规划方面的问题，这些问题直接影响到普通公民的生活环境。了解单建地下空间项目在开发前需要进行的规划，有助于公民更好地参与到相关政策的讨论和决策过程中，提高公民对城市规划的认知和参与度。,4.0,这个问题询问的是关于单建地下空间项目开发前需要进行的规划，这是一个具有普遍性的问题，它并不依赖于特定的上下文或信息。该问题本身提出了一个具体的议题，并且对于那些负责城市规划和建设的人来说，这个问题是有意义的。
