context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
。其中，定向医学生按照协议连续服务满6年，且每年考核均达到合格及以上等次的，方可获得第6年发放的补助经费。（三）履约保障。1.诚信记录。定向医学生就读院校、规范化培训基地及定向就业区市县卫生计生行政部门须分别如实填写《农村订单定向免费医学生诚信记录表》，加盖印章后存入定向医学生个人档案。2.违约处理。免费医学生不能如期毕业或毕业前发生违约行为的，要按规定退还已享受的各项减免和补助费用，由培养学校负责代收。毕业后发生违约行为的，要按规定退还已享受的减免和补助费用，并缴纳相当于已享受费用总额50%的违约金，由签约单位负责代收。代收费用由执收单位缴入市、县级财政金库,"定向医学生需要满足哪些条件才能获得第6年发放的补助经费？
",定向医学生需要按照协议连续服务满6年，且每年考核均达到合格及以上等次，才能获得第6年发放的补助经费。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,5,上下文中明确提到了“定向医学生按照协议连续服务满6年，且每年考核均达到合格及以上等次的，方可获得第6年发放的补助经费。”这一句话直接回答了问题，因此可以根据上下文清楚、明确地回答该问题。,,,,
。广安市人民政府办公室2017年7月19日广安市农村订单定向医学生免费培养方案为加快培养广安市“本土化”农村基层卫生专业技术人才，提升基层医疗卫生服务能力和水平，根据教育部等6部门《关于进一步做好农村订单定向医学生免费培养工作的意见》（教高〔2015〕6号）、《四川省人民政府关于加强卫生计生队伍建设的意见》（川府发〔2014〕47号）、《广安市人民政府关于加快卫生计生人才队伍建设的意见》（广府发〔2016〕2号）、省卫生计生委等5部门《关于做好2017届农村订单定向免费医学生毕业就业等有关工作的通知》（川卫发〔2017〕94号）精神，结合我市实际，制定本方案,"广安市农村订单定向医学生免费培养方案的目的是什么？
",广安市农村订单定向医学生免费培养方案的目的是加快培养广安市“本土化”农村基层卫生专业技术人才，提升基层医疗卫生服务能力和水平。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,5,根据上下文提供的信息，方案的目的在文本中明确表述为“加快培养广安市‘本土化’农村基层卫生专业技术人才，提升基层医疗卫生服务能力和水平”。因此，问题在给定上下文的情况下可以清楚、明确地回答。,5.0,了解广安市农村订单定向医学生免费培养方案的目的，对于普通公民来说是非常有用的。这不仅可以帮助他们了解政府如何支持农村医疗资源，还能够让他们明白这项政策对他们自己和社区的潜在影响。例如，了解培养方案的目的有助于公民判断是否应该支持这项计划，或者他们可以如何利用这一机会改善当地医疗条件。因此，这个问题对于普通公民理解政策的用处很大。,,
。一、培养目标根据各区市县乡镇医疗卫生机构人员编制空缺情况和专业人才需求，计划从2017年开始，用5年时间，通过农村订单定向医学生免费培养，解决我市基层农村卫生人才“引进难、留住难”问题，筑牢基层医疗卫生网底，为农村群众提供基本医疗卫生服务。2017年，计划订单定向免费培养农村医学生70名（其中：临床医学20名、全科医学20名、影像技术10名、检验技术10名、康复治疗技术10名）。以后每年根据基层实际需求确定培养专业和人数。二、培养方式依托广安职业技术学院为我市农村医疗卫生机构免费培养订单定向医学生，学制3年，大专学历,"我市计划如何解决基层农村卫生人才问题？
",我市计划通过农村订单定向医学生免费培养，用5年时间，根据各区市县乡镇医疗卫生机构人员编制空缺情况和专业人才需求，解决我市基层农村卫生人才“引进难、留住难”问题。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,5,根据提供的上下文，问题得到了明确的回答。上下文中详细说明了计划的实施时间、培养目标、专业需求、培养方式和机构，以及计划的调整方式。这些信息对于理解我市如何解决基层农村卫生人才问题至关重要。,,,,
。3.定向医学生就业后，均应按规定参加医学规范化培训，并取得相应的培训合格证书，培训时间计入6年服务期内。培训期间的人员管理、待遇、经费保障等按有关规定执行。定向医学生申请专升本和攻读研究生须经区市县卫生计生行政部门和用人单位同意并签订协议，攻读本科和研究生期间不计入6年服务期。若规范化培训与读书时间重叠，其重叠期则按规范化培训相关规定执行。4.定向医学生在服务期内，应取得相应专业的执业资格。执业证书注册地点限乡镇卫生院和村卫生室，未经当地卫生计生行政部门同意不得变更执业地点，不得改变服务单位,"定向医学生就业后需要多长时间的医学规范化培训？
",定向医学生就业后需要进行医学规范化培训，培训时间计入6年服务期内。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,2,虽然文本提供了关于定向医学生规范化培训的一些信息，如培训计入服务期、需要取得执业资格等，但并没有提供具体的培训时间。因此，无法根据上下文清楚、明确地回答问题。,3.0,该问题涉及到医学学生的职业发展和医学规范化培训，这对于医学生和那些希望了解医学教育体系的人来说是有用的。此外，对于政策制定者来说，了解培训时间可能有助于他们评估和改善医学教育政策。,5.0,该问题直接询问的是一个具体的事实，即医学生就业后需要的规范化培训时间，这个信息通常是一个固定标准，不依赖于特定的上下文。
广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,"广安市人民政府办公室发布了什么通知？
",广安市人民政府办公室发布了广安市农村订单定向医学生免费培养方案的通知。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,5,根据提供的上下文内容，问题询问的是广安市人民政府办公室发布的具体通知内容。上下文直接提供了答案，即通知是关于广安市农村订单定向医学生免费培养方案的。因此，该问题可以明确、清楚地根据上下文回答。,,,,
。（二）填报志愿及签订协议。对参加普通高等学校年度招生考试，并承诺毕业后到区市县定向的农村医疗卫生机构服务6年以上的考生，均须与定向就业所在区市县卫生计生部门签订《广安市免费培养定向医学生就业协议书》（一式三份），经本人及其家长（或监护人）签字，区市县卫生计生部门盖章生效（协议分别由区市县卫生计生部门、本人各保存一份，另一份存入考生档案）。（三）招生录取。订单定向培养计划作为定向就业计划纳入广安职业技术学院和其他委托培养院校（以下简称：培养院校）医学专业年度招生计划，在专科提前批次录取。定向医学生面向全省招生，主要以广安籍生源为主，在符合投档要求的考生范围内，优先录取定岗单位所在区市县生源,"定向医学生需要与哪个部门签订就业协议？
",定向医学生需要与定向就业所在区市县的卫生计生部门签订《广安市免费培养定向医学生就业协议书》。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,5,根据上下文中的信息，“定向医学生均须与定向就业所在区市县卫生计生部门签订《广安市免费培养定向医学生就业协议书》”，这清楚地标明了定向医学生需要与哪个部门签订就业协议。因此，问题可以被清楚、明确地回答。,2.0,这个问题对于普通公民理解政策文件用处不大。因为医学生是否需要与特定部门签订就业协议通常由教育政策、医院招聘政策以及医学生的个人职业规划决定，这些信息更可能通过学校、医院或官方教育渠道获取。对于普通公民来说，这个问题并不直接关联到他们普遍关心的政策领域，比如税收、社会保障或基础设施等。,2.0,这个问题是特定于医学生的就业协议，它依赖于当前的医疗教育体系和就业政策的具体细节。没有这些信息，这个问题就无法得到确切的答案。
。对招聘后6年内取得执业资格的定向医学生，可继续聘用到签约单位工作；在签约单位工作满6年后仍未取得执业资格者，解除聘用合同，并终止与签约单位的人事关系。四、保障措施（一）组织保障。定向医学生免费培养工作政策性强，涉及面广，市县两级卫生计生、编制、财政、人力资源社会保障、教育体育等部门和培养院校、农村医疗卫生单位要各负其责，切实落实各项政策措施，建立综合协调机制，确保工作顺利实施。（二）经费保障。1.培养补助,"定向医学生取得执业资格的时间要求是什么？
",定向医学生招聘后6年内需要取得执业资格。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,4,上下文中明确提到了定向医学生取得执业资格的时间要求，即在招聘后的6年内。这个信息是直接且清晰的，允许回答者明确地理解并回答问题。,,,,
各区市县人民政府，广安经开区、枣山园区、协兴园区、华蓥山景区管委会，市级相关部门：《广安市农村订单定向医学生免费培养方案》已经市政府同意，现印发给你们，请认真组织实施,"《广安市农村订单定向医学生免费培养方案》由谁同意印发？
",《广安市农村订单定向医学生免费培养方案》已经市政府同意印发。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,5,根据上下文提供的信息，“已经市政府同意，现印发给你们”清楚地表明了该方案是由市政府同意印发的。上下文提供了明确的信息来源和授权过程，因此可以给出清晰、准确的答案。,3.0,这个问题对于普通公民理解政策文件的重要性较为有限。普通民众可能更关心的是政策的具体内容以及如何影响他们的生活和健康状况，而非具体的印发流程或决定权归属。然而，了解是谁负责印发可以帮助公民了解政策决策层面的架构和流程，对那些对政府运作流程有高度兴趣或需要了解政策制定背景的公民来说，这一点是有用的。因此，虽然这个问题对于广泛受众来说用处不是很大，但对于特定关心的群体来说仍有一定的信息价值。,1.0,这个问题涉及到特定政策文件的发布机构，需要上下文信息来确定是哪个机构同意印发。没有上下文信息，这个问题就无法得到确切答案。
。4.市财政局负责项目经费保障与监督。5.市教育体育局负责在市内各学校宣传定向医学生培养项目，引导本地学生填报志愿。（二）广安职业技术学院负责将每年度的定向医学生培养计划纳入高校招生计划；负责农村订单定向医学生的学校教育、培养及管理工作。（三）区市县相关部门。1.区市县卫生计生部门为本区域内项目实施的牵头单位，负责与编制、财政、人力资源社会保障部门汇总审核上报农村订单定向医学生年度需求计划，负责项目的具体组织实施和效果评估分析。2.区市县机构编制部门负责审核、预留农村订单定向医学生所需空缺编制，负责农村订单定向医学生毕业后入编事宜,"市财政局负责哪些任务？
",市财政局负责项目经费保障与监督。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,5,根据上下文内容，第4条明确指出市财政局负责项目经费保障与监督，因此该问题可以在给定上下文的情况下清楚、明确地回答。,,,,
。（二）经费保障。1.培养补助。对定向医学生在校学习期间的学费、住宿费、生活费给予一定补助，所需资金由市财政根据报备的项目管理定向医学生人数，按照每人每学年8000元的标准拨付给培养院校，培养院校按年度足额发放到学业成绩合格的定向医学生本人账户。培养院校还应对在校定向医学生提供优惠政策，对学业成绩和表现优异的，在助学金和奖学金方面予以倾斜。2.履约补助。对纳入项目管理的定向医学生，区市县财政按照每人1万元的标准，在定向医学生毕业到岗后6年内分2次补助到定向医学生人头，第1年、第6年分别按照补助金额的20％和80％发放,"定向医学生在校学习期间可以获得哪些补助？
",定向医学生在校学习期间可以获得学费、住宿费、生活费的补助。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室,5,上下文中提供了具体的补助内容、资金来源、拨付标准和发放方式，问题得到了明确和完整的回答。,4.0,这个问题对于普通公民了解特定政策或补助项目非常有用。定向医学生作为教育体系中的一个特定群体，了解他们可以获得的补助信息，有助于家庭和学生合理规划经济预算，同时增加公众对教育政策的认识。,5.0,该问题直接询问的是医学生在校学习期间可能获得的具体补助，这是一个普遍关心的问题，且问题本身表述清晰，不依赖于特定上下文或额外的信息即可理解。
