context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
。（三）扶持病死畜禽无害化处理体系建设。在积极争取国家专项补助的同时，按规划建设的病死畜禽专业无害化处理中心，达到相关建设标准并经省级验收合格的，由市级财政给予一定的设备补助，另对处理中心所在区市县（园区）给予一定补助。按规划建设的病死畜禽无害化处理收集点、收集暂存点、集中存放点，由所在地的区市县人民政府、园区管委会自行给予补助。收集运行费用，由县级（园区）财政全额预算解决。按规划购置的病死畜禽无害化处理收集转运专用车辆，用于区市县（园区）内转运的，由区市县人民政府、园区管委会给予一定补助；用于处理中心转运的，由市级财政给予一定补助。（四）落实保险联动政策,"何种类型的体系建设得到了政策扶持？
",政策扶持的是病死畜禽无害化处理体系建设。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,5,上下文中明确提到了政策扶持的是“病死畜禽无害化处理体系建设”，具体包括“病死畜禽专业无害化处理中心”、“无害化处理收集点”、“收集暂存点”、“集中存放点”的建设，以及对相关设备和运行费用的补助。这些信息清晰地表明了政策扶持的具体类型体系，因此可以根据上下文清楚、明确地回答问题。,4.0,这个问题有助于普通公民了解政府支持的社会体系建设方向，提高公众对政府政策的认知和参与度。了解哪些体系建设得到了政策扶持，有助于公民个人根据这些政策调整自己的职业规划、投资决策等，同时也可以促进社会各界对这些领域的关注和支持。,5.0,此问题询问的是特定类型的体系建设是否得到政策扶持，它并没有依赖于特定的上下文或之前的信息。这个问题本身提出了一个具体的话题，并且有意义，即使没有额外的信息。
"d=""data-article-sxp""></ul></div>上下篇E数字人加载中...数字人css数字人js<scripttype=""text/javascript""src=""/gasrmzfw/pc2023/js/FileSaver.js""></script><scripttype=""text/javascript""src=""/gasrmzfw/pc2023/js/jquery.wordexport.js""></script>相关信息S(javascript:;)(javascript:;)","What type of script is being used in the context provided?
",The scripts being used in the context provided include FileSaver.js and jquery.wordexport.js.,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,5,"The context provided contains several JavaScript file references, such as ""js/FileSaver.js"" and ""js/jquery.wordexport.js"", which indicates that JavaScript is being used. Additionally, the context contains HTML elements with attributes that include JavaScript functions, such as ""onclick"" and ""onmouseover"", further suggesting the use of JavaScript. The references to JavaScript files and HTML attributes demonstrate a clear use of JavaScript in the context.",2.0,这个问题询问的是特定上下文中使用的脚本类型。对于普通公民理解政策文件来说，这个问题的相关性可能不大，因为它更偏向于技术或特定领域的术语。普通公民在阅读政策文件时，更关心的是政策的内容、影响以及如何实施，而不是使用的脚本类型。因此，这个问题对于理解政策文件的帮助有限。,1.0,问题没有提供足够的上下文信息来确定正在使用的脚本类型。没有上下文，我们无法知道“提供的上下文”是什么，因此无法判断脚本类型。
。（四）落实保险联动政策。引导和鼓励畜禽养殖者积极参加养殖业保险，做到应保则保、能保则保。保险公司要配合相关部门督促养殖户依照国家规定对病死标的进行无害化处理，并将无害化处理作为理赔的前提条件，不能确认无害化处理的，不予赔偿。四、进一步健全监管机制（一）建立健全监督举报奖励机制。向社会公布举报电话，鼓励群众和新闻媒体对抛弃、收购、贩卖、屠宰、加工病死畜禽等违法行为进行监督和举报。（二）建立健全监控体系,"何种类型的政策被提及以便于鼓励养殖业者参与保险？
",提到了养殖业保险，并且鼓励养殖者积极参与。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,4,根据上下文内容，提及了“养殖业保险”以及保险公司要配合相关部门督促养殖户对病死动物进行无害化处理，并将无害化处理作为理赔的前提条件。这些信息明确指出了为了鼓励养殖业者参与保险，实施的是与保险联动的政策，包括要求养殖户遵守的无害化处理规定，以及建立监督举报奖励机制和监控体系。,4.0,这个问题询问了政策文件中提及的用以鼓励养殖业者参与保险的具体政策类型。这对于普通公民理解政府如何通过保险机制支持养殖业发展，以及这些政策如何影响养殖业者和消费者的权益非常重要。此外，了解这些政策类型可以帮助公民评估政府对特定行业风险管理的立场和策略。,2.0,该问题提及了特定的政策类型，并且询问这些政策如何鼓励养殖业者参与保险。这涉及到特定的上下文信息，即存在相关的政策，以及这些政策的目的和养殖业者参与保险的情境。没有上下文信息，该问题将不完整且难以理解。
。（二）建立健全监控体系。畜禽养殖者负责及时报告畜禽死亡情况，村级动物防疫员接报后第一时间到场查看，乡镇畜牧兽医站派人现场核实，县动物卫生监督所负责收集点、收集暂存点、集中存放点和无害化处理中心的监督管理，市、县（园区）农业（畜牧）部门负责无害化处理工作的监督检查。保险公司负责勘验、理赔。（三）建立健全联防联打机制。农业（畜牧）、食品药品监管、环境保护、公安、工商等部门要紧密配合，建立区域和部门联防联打机制，健全违法案件信息共享、案情通报、案件移送制度。要加大对抛弃、收购、贩卖、屠宰、加工病死畜禽及其产品等违法犯罪行为的侦办、查处力度,"畜禽养殖者需要报告哪些情况？
",畜禽养殖者需要报告畜禽死亡情况。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,5,根据上下文，畜禽养殖者负责及时报告畜禽死亡情况，这说明问题是可以明确回答的。,,,,
。（二）建立其他病死畜禽无害化处理补助政策。对国家尚未明确补助政策的其他病死畜禽的无害化处理，按家禽2元/只、羊80元/只、牛500元/头的标准，补助给无害化处理中心，其中30%用于补助收集环节。前述补助标准中的60%由区市县（园区）财政负担，40%由市级财政负担。突发动物疫情、强制免疫死亡的畜禽，江河湖泊和城市乡村乱扔乱抛的动物尸体、执法检查发现的病死畜禽无害化处理费用，依照（一）、（二）所列标准执行。（三）扶持病死畜禽无害化处理体系建设,"建立其他病死畜禽无害化处理补助政策的具体补助标准是多少？
",按家禽2元/只、羊80元/只、牛500元/头的标准补助给无害化处理中心。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,5,这个问题在给定的上下文中已经明确给出了答案。上下文提供了具体的补助金额，分别针对家禽、羊和牛这三种不同的动物。此外，还说明了补助资金的分配方式，即30%用于补助收集环节，以及补助资金的财政分担比例，即60%由区市县（园区）财政负担，40%由市级财政负担。因此，根据上下文，这个问题可以得到清晰和具体的回答。,3.0,这个问题对于普通公民来说有一定用处，因为它关系到动物死尸无害化处理的政策补助标准，这直接影响到养殖业户和动物疾病控制。然而，该问题的具体性意味着它可能只对从事相关行业或对政策细节有特定兴趣的人非常有用。对于大多数普通公民来说，这个具体补助标准并不是日常关注的焦点。因此，虽然它有一定的重要性，但实用性可能有限。,1.0,这个问题涉及到特定的政策细节，需要相关的政策文件或官方公告作为上下文才能提供准确的答案。没有这些信息，无法确定具体的补助标准。
。要加强行政执法与刑事司法衔接，涉嫌构成犯罪的，要及时移送公安机关依法立案侦查；对公安机关查扣的病死畜禽及其产品，在固定证据后，有关部门要及时组织做好无害化处理工作，切实保障食品安全和生态环境安全，维护公共卫生安全。（四）建立健全监管制度。加快建立健全病死畜禽及病害畜禽产品报告、收集、转运、处理、副产物流向全程监管制度。广安市人民政府办公室2015年12月22日相关附件：二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5,"怎样确保病死畜禽及病害畜禽产品的食品安全和生态环境安全？
",通过加强行政执法与刑事司法衔接，及时移送涉嫌构成犯罪的案件给公安机关立案侦查；对公安机关查扣的病死畜禽及其产品，在固定证据后，有关部门要及时组织做好无害化处理工作，以保障食品安全和生态环境安全，维护公共卫生安全。同时，需要建立健全病死畜禽及病害畜禽产品报告、收集、转运、处理、副产物流向全程监管制度。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,4,根据上下文内容，问题得到了明确的回答。上下文提到了加强行政执法与刑事司法衔接，对病死畜禽及其产品进行无害化处理，以及建立健全监管制度等措施，这些都是确保食品安全和生态环境安全的方法。,4.0,这个问题对于普通公民来说非常有用，因为它关系到食品安全和生态环境安全，直接影响到公民的健康和生活质量。了解如何确保病死畜禽及病害畜禽产品的安全，可以帮助公民识别潜在的健康风险，并在购买和消费肉类产品时作出更明智的选择。此外，这也促进了公众对生态环境保护的关注和认识，符合社会主义核心价值观中强调的绿色发展理念。,5.0,这个问题询问了关于病死和病害畜禽及其产品对食品安全和生态环境安全的影响以及确保这些安全的方法。它是一个独立的问题，因为它提出了一个具体的食品安全和环境保护议题，并且可以单独讨论。虽然它可能涉及到特定的地区政策或技术细节，但这些问题并不影响其核心意义的理解。
。食品药品监督部门负责动物产品生产、加工企业及其贮藏、流通、消费、餐饮等环节动物和动物产品的监管工作，防止病死畜禽流入生产加工企业、市场和餐饮饭店。公安、发展改革、财政、卫生计生、环境保护、工商、税务等相关部门要在各自职责范围内加强相关环节的监管，并在税收、项目、资金上支持。相关监管部门要与有关监管对象签订病死畜禽无害化处理责任书，明确监管责任人和监管负责人，落实网格化管理措施，不留空白和死角，做到无缝监管,"（食品药品监督部门的主要职责是什么？）
",（食品药品监督部门负责动物产品生产、加工企业及其贮藏、流通、消费、餐饮等环节动物和动物产品的监管工作。）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,4,根据上下文内容，问题询问的是食品药品监督部门的主要职责，而上下文提供了具体的职责描述，包括监管动物产品从生产到消费的各个环节，以及防止病死畜禽流入市场和餐饮业。因此，问题得到了明确和完整的回答。,5.0,这个问题对于普通公民来说非常有用，因为它涉及到食品药品这些直接关联人民健康和安全的重要领域。了解食品药品监督部门的主要职责，可以帮助公民在日常消费中识别和避免潜在的风险，同时也能提高公众对食品安全监管的认知和信任。,3.0,这个问题询问的是食品药品监督部门的主要职责，这是一个普遍已知的事实，大多数人对这个部门的基本职能有一定的了解。因此，这个问题是相对独立于特定上下文的。
问：无害化处理有哪些支持政策？ 答：（一）养殖环节及屠宰场待宰期间死亡的生猪，按80元/头给予补助；（二）屠宰过程中经检疫或肉品品质检验确认为不可食用的生猪产品按90公斤折合1头，按80元/头给以补助。（三）其他国家尚未明确补助政策的病死畜禽，按照家禽2元/只、羊80元/只、牛500元/头给予补助；（四）按照“谁处理、补给谁”的原则，无害化处理补助资金由县级农业农村主管部门统一发放,"哪些政策支持无害化处理？
",支持无害化处理的政策有：1. 养殖环节及屠宰场待宰期间死亡的生猪，按80元/头给予补助；2. 屠宰过程中经检疫或肉品品质检验确认为不可食用的生猪产品按90公斤折合1头，按80元/头给以补助；3.其他国家尚未明确补助政策的病死畜禽，按照家禽2元/只、羊80元/只、牛500元/头给予补助；4.按照“谁处理、补给谁”的原则，无害化处理补助资金由县级农业农村主管部门统一发放。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,4,提供的上下文中清楚地列出了具体的政策支持措施，包括补助金额、补助对象以及补助的发放原则，使得读者可以明确地了解到国家对于无害化处理的支持政策。这些信息具体、明了，能够满足询问者了解政策细节的需求。,5.0,这个问题对于普通公民来说非常有用，因为它涉及到环境保护和废物管理，这些都是与每个人的日常生活密切相关的议题。了解哪些政策支持无害化处理可以帮助公民更好地理解政府如何处理废物问题，并可能影响他们的行为，比如在扔掉垃圾时更加注意分类和减少污染。此外，它也关系到公众健康和社区的可持续发展。因此，这个问题提供了对于政府政策如何作用于重要社会问题的洞察。,5.0,这个问题询问的是关于支持无害化处理的政策，它是一个明确且具体的问题，不需要额外的上下文信息即可理解其意义。
。（二）生产经营者主体责任。从事畜禽饲养、屠宰、经营、中转、运输以及动物产品生产、经营、加工、运输和动物诊疗活动的单位和个人，是病死畜禽无害化处理的第一责任人，承担主体责任，负有对病死畜禽及时进行无害化处理和向有关部门和单位报告畜禽死亡及无害化处理情况的义务。任何单位和个人不得抛弃、收购、贩卖、屠宰、加工病死畜禽。（三）相关部门监管责任。农业（畜牧兽医管理）部门主要负责畜禽养殖、收购、运输、屠宰等环节的检疫监管，负责病死畜禽无害化处理各环节的监管和监督执法，负责病死畜禽无害化处理行业管理,"从事畜禽饲养、屠宰、经营、中转、运输以及动物产品生产、经营、加工、运输和动物诊疗活动的单位和个人在病死畜禽无害化处理中承担什么责任？
",从事畜禽饲养、屠宰、经营、中转、运输以及动物产品生产、经营、加工、运输和动物诊疗活动的单位和个人是病死畜禽无害化处理的第一责任人，承担主体责任，负有对病死畜禽及时进行无害化处理和向有关部门和单位报告畜禽死亡及无害化处理情况的义务。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,5,上下文中明确指出了单位和个人在病死畜禽无害化处理中应承担的责任，包括作为第一责任人对病死畜禽进行无害化处理，以及向相关部门报告死亡和处理情况。因此，问题可以清楚、明确地回答。,,,,
问：无害化处理的种类有哪些？ 答：（一）染疫或者疑似染疫死亡、因病死亡或者死因不明的；（二）经检疫、检验可能危害人体或者动物健康的；（三）因自然灾害、应激反应、物理挤压等因素死亡的；（四）屠宰过程中经肉品品质检验确认为不可食用的；（五）死胎、木乃伊胎等；（六）因动物疫病防控需要被扑杀或销毁的；（七）其他应当进行无害化处理的。,"无害化处理的原因有哪些？
",无害化处理的原因包括染疫或者疑似染疫死亡、因病死亡或者死因不明的、经检疫、检验可能危害人体或者动物健康的、因自然灾害、应激反应、物理挤压等因素死亡的、屠宰过程中经肉品品质检验确认为不可食用的、死胎、木乃伊胎等、因动物疫病防控需要被扑杀或销毁的和其他应当进行无害化处理的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733363039396171776.html,农业、林业、水利,广安市人民政府办公室关于进一步加强病死畜禽无害化处理工作的通知,广安市人民政府办公室,5,上下文清晰地列出了进行无害化处理的七种原因，每一种原因都指向了保障人类和动物健康、防止疾病传播、维护食品安全等方面的必要性。因此，根据上下文可以清楚、明确地回答无害化处理的原因。,5.0,这个问题对于普通公民理解关于废弃物管理和环境保护的政策文件非常有用。了解无害化处理的原因可以帮助公民认识到其对于环境和公共健康的重要性。无害化处理是环保政策中的一个关键概念，涉及到废弃物减量化、资源化和无害化的处理方式，这些都是政策目标的重要组成部分。因此，这个问题有助于提高公众对相关政策内容的认识和理解。,3.0,问题询问的是“无害化处理”的原因，这是一个专业的术语，可能依赖于特定的上下文，比如环境保护、医疗废物处理等。没有上下文信息，这个问题可能不会被清楚地理解。
