context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
各县（市、区）人民政府，广安经开区、枣山园区、协兴园区、华蓥山景区、川渝高竹新区管委会，市直各部门：《广安市招商引资政策二十条（试行）》已经六届市政府第10次常务会议审议通过，现印发给你们，请遵照执行。广安市人民政府2022年4月29日广安市招商引资政策二十条（试行）为坚定落实同城融圈、优镇兴乡、品质主导、产业支撑“四大战略”部署，提升招商引资质量和水平，促进重点产业项目落地做强和产业成链集群，构建高能级现代产业体系，加快建成成渝地区世界级先进制造业集群配套基地，推进高质量发展，根据相关规定，结合我市实际，制定以下政策措施,"《广安市招商引资政策二十条（试行）》由谁审议通过？
",《广安市招商引资政策二十条（试行）》是由六届市政府第10次常务会议审议通过的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,5.0,根据上下文提供的信息，可以直接得出《广安市招商引资政策二十条（试行）》是由六届市政府第10次常务会议审议通过的。上下文中有明确的语句说明了这一点，因此可以根据上下文清楚、明确地回答这个问题。,,,,
。（四）本政策自2022年6月1日施行，有效期为2年。相关附件：招商引资政策20条解读.mp3(/gasrmzfw/c104243/1733372894987161600/4yrPtnlQ.mp3)二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5,"本政策的有效期是多久？
",本政策的有效期为2年。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,5.0,根据上下文中的信息，“本政策自2022年6月1日施行，有效期为2年”，可以清楚明确地回答问题。,5.0,这个问题非常有用，因为它直接关系到政策的时间范围和对公民的具体影响。知道政策的有效期可以帮助公民了解他们需要遵守的规则和标准的时间限制，以及何时可能会有新的政策出台或现有政策会发生变化。此外，对于那些需要规划未来活动或决策的个人或组织来说，政策的有效期是一个关键信息。,5.0,该问题直接询问政策的有效期，这是一个明确且具体的问题，不需要额外的上下文信息即可理解。问题本身具有意义。
。一、适用范围新引进外来广安投资，符合我市产业发展规划，且工商注册和税收解缴关系在广安的企业（不含建筑、房地产企业）。二、支持政策（一）财政金融支持政策。1.项目投资补贴。引进项目竣工投产后且达到协议约定条件，按不超过实际投资额的一定比例给予补贴。2.转型升级补贴。对符合条件的传统产业数字化、智能化技术改造项目，以及符合国家绿色化技术改造要求的项目，按不超过固定资产投资额度5%的比例，给予最高1000万元奖补。对引进落户后成功申报为省级新经济示范企业实施的“四新经济（新技术、新产业、新业态、新模式）”项目，按不超过项目新增设备、软件投资额度5%的比例，给予最高500万元奖补。3.科技创新支持,"广安对新引进的外来投资企业提供哪些支持政策？
",广安对新引进的外来投资企业提供的支持政策包括：项目投资补贴、转型升级补贴和科技创新支持。其中，项目投资补贴是按不超过实际投资额的一定比例给予补贴；转型升级补贴是对符合条件的传统产业数字化、智能化技术改造项目，以及符合国家绿色化技术改造要求的项目，按不超过固定资产投资额度5%的比例，给予最高1000万元奖补；科技创新支持具体政策未详细说明。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,5.0,根据上下文提供的信息，可以清楚明确地回答广安对新引进的外来投资企业提供哪些支持政策。上下文中详细列出了财政金融支持政策的三项具体内容，每一项都包括补贴的条件、形式和金额限制。因此，基于这些信息，可以准确地给出外来投资企业可以享受的政策支持。,4.0,这个问题对于普通公民理解当地政策非常有用。它提供了关于地方政府的具体政策的信息，这些信息可能影响公民的经济活动，例如创业或与外来投资企业合作。了解这些政策可以帮助公民更好地规划自己的商业活动或投资决策。此外，它也体现了地方政府吸引投资、促进经济发展的努力和方向。,1.0,该问题询问的是广安针对新引进的外来投资企业的支持政策，这涉及到具体地区的经济政策和招商条件，这些信息对于非当地居民或者不是专业人士来说，可能不容易获得。因此，该问题依赖于特定的上下文信息。
。14.标准厂房支持。鼓励工业项目集约节约用地，建设多层标准厂房，提高容积率，不再增收土地出让金，且从第二层起按厂房建筑面积每平方米100元的标准给予一次性补助，最高不超过500万元。鼓励企业入驻园区租赁工业标准厂房，给予前3年每年100%、后2年每年50%的租金补助。（三）税费支持政策。15.税费扣除。对企业从县级及以上各级政府财政部门及其他部门取得的应计入收入总额的财政性资金，符合税法规定条件的，可以作为不征税收入。对企业发生的公益性捐赠支出，在年度利润总额12%以内的部分，准予在计算应纳税所得额时扣除；超过年度利润总额12%的部分，准予结转以后3年内在计算应纳税所得额时扣除,"工业项目集约节约用地支持政策的具体内容是什么？
",鼓励工业项目集约节约用地，建设多层标准厂房，提高容积率，不再增收土地出让金，且从第二层起按厂房建筑面积每平方米100元的标准给予一次性补助，最高不超过500万元。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,5.0,这个问题询问的是工业项目集约节约用地支持政策的具体内容，根据提供的上下文，我们可以清楚地了解到这个政策的具体内容，包括标准厂房支持、租金补助以及税费支持政策。因此，这个问题可以根据上下文清楚、明确地回答。,4.0,该问题对于普通公民理解政策文件非常有用。了解工业项目集约节约用地支持政策的具体内容，可以帮助公民了解政府在土地资源利用方面的政策导向，以及如何鼓励工业项目在有限的土地上进行集约和节约使用。这不仅关系到国家土地资源的合理利用，还影响到工业发展的效率和可持续性，对普通公民了解国家宏观政策和经济发展具有重要价值。,3.0,该问题询问的是关于“工业项目集约节约用地支持政策”的具体内容，这涉及到特定的政策信息，不是每个人都可能知道。因此，这个问题依赖于外部信息，比如相关政策文件或政府公告。
。没有合法政策依据的，取消收费。其他收取费用，鼓励按照省、市核定的最低标准执行。项目供水、供电、供气管线主接口等按规划由供应主体接通到企业用地红线处。18.节能能耗、环境容量指标保障。全市范围统筹节能能耗指标和环境容量指标，优先保障重点项目需要。19.人才保障。对重点项目引进的高层次人才，按相关规定给予人才政策保障。支持产教融合示范项目建设，按有关规定给予补助。对重点项目开展专场招聘、专业培训，各地结合实际给予补贴。根据企业用工需求做好人力资源招募服务工作，免费为引进企业员工提供人事档案管理及人事代理服务。对企业开展用工岗前就业技能培训和转岗培训按规定予以补贴。20.政务服务保障,"什么情况下会取消收费？
",没有合法政策依据的情况下会取消收费。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,4.0,上下文中提到了“没有合法政策依据的，取消收费”，这是一个明确的情况，说明了在特定条件下会取消收费。,4.0,这个问题对于普通公民理解相关政策的用处取决于具体情境。如果这个问题是关于特定服务或政策中明确规定的取消收费的条件，那么这个问题非常有用，因为它直接关系到公民的权益和责任。例如，取消公共事业收费可能与特定的救助计划或政策优惠有关，普通公民了解这些情况可以帮助他们更好地规划财务和利用可用资源。然而，如果这个问题是非常具体且只针对特定群体或特殊情况，那么它的用处可能会降低。,5.0,这个问题询问的是特定情况下的行为，它不依赖于特定的上下文或额外的信息。这是一个普遍性的问题，可以独立于任何特定设置或背景来理解。
。对符合财政金融互动政策的金融机构予以支持。对以广安注册企业为主体上市的企业，首次成功在国内主板上市融资的，最高补助1000万元；首次成功在科创板、创业板、北交所上市融资的，最高补助500万元；首次成功在新三板挂牌的，最高补助100万元，进入创新层的最高再补助200万元；通过并购重组等方式成为市外上市公司第一大股东实现财务并表，且将上市公司注册地、纳税地迁到广安经营满1周年的，最高补助300万元。（二）土地支持政策。10.用地指标支持。市级每年统筹一定新增建设用地计划指标，优先保障项目落地建设快、经济社会效益好、土地利用效率高的市级重点项目需要。省级及以上项目积极争取省级计划指标予以用地保障,"对符合财政金融互动政策的金融机构予以怎样的支持？
",对符合财政金融互动政策的金融机构予以支持。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,4.0,上下文中提供了具体的金融支持和土地支持政策，这些政策对于金融机构来说是非常明确和具体的。这些措施旨在鼓励金融机构参与财政金融互动政策，促进地方经济发展。,4.0,这个问题对于普通公民理解政策文件非常有用。因为它直接关系到金融机构以及财政金融互动政策，这影响到金融市场的稳定和公民的金融利益。了解政策如何支持金融机构，有助于公民评估金融机构的稳定性和发展前景，以及可能对他们的储蓄、投资和贷款等产生影响。,3.0,这个问题是关于特定政策如何支持金融机构的，它涉及到特定的财政金融互动政策，这个政策可能对不同金融机构的支持方式有所不同，因此需要具体的政策背景和上下文信息来准确回答。这个问题的内容本身是有意义的，但是其答案依赖于具体的政策内容和实施细节。
。7.社会引资人奖励。鼓励社会力量参与招商引资，对成功引进重大产业项目来广安投资建设的社会组织、中介机构、商会或个人（不含党政机关、事业单位、人民团体、国有企业及其他财政供养人员），在项目按期建成投产并达到约定经济贡献的，可按照招商引资协议的约定进行奖励。8.落地奖补。对推动市级及以上重大项目招引和落地建设成效显著的县（市、区）政府、园区管委会，由市政府根据年度招商引资考核结果，在市级财政预算的招商资金中给予奖补。9.金融扶持。运用小平故里工业发展股权投资引导基金工具，支持重点产业项目招引和建设。鼓励金融机构和融资性担保公司为重点产业项目创新金融产品和服务，提供贷款支持和融资担保,"广安对于成功引进重大产业项目的社会力量提供什么样的奖励？
",广安对于成功引进重大产业项目的社会组织、中介机构、商会或个人，在项目按期建成投产并达到约定经济贡献的，可按照招商引资协议的约定进行奖励。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,,,,,,
。（二）符合本政策规定的项目，按照省、市和行业部门政策就高不重复的原则进行奖补。本政策实施过程中，如国、省出台新规定，按新规定执行。各地可根据自身产业发展实际，制定具体实施细则，规定奖补政策申报、审核、奖励等具体操作程序，并参照本政策制定出台本地促进重点产业项目招商引资的扶持政策。（三）本政策奖补资金按照“谁受益、谁负担”原则，实行市、县（市、区）、园区财政分级承担；涉及市级奖补资金的，由市经济合作工作领导小组办公室考核并提出具体奖补方案，按程序送审、奖补兑现；县级奖补资金申报由各县（市、区）、园区自行组织。（四）本政策自2022年6月1日施行，有效期为2年,"本政策奖补资金实行什么原则分级承担？
",本政策奖补资金按照“谁受益、谁负担”原则，实行市、县（市、区）、园区财政分级承担。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,5.0,该问题在给定的上下文中得到了明确回答。上下文提供了政策奖补资金实行分级承担的具体原则，即“谁受益、谁负担”，并且详细说明了市、县（市、区）、园区财政的分级承担责任以及涉及市级奖补资金的具体操作流程和县级奖补资金申报的组织方式。,3.0,这个问题询问了政策奖补资金的分级承担原则，这对于普通公民理解资金的分配和管理机制是有帮助的。了解资金是如何分级承担的，可以让人对政策的执行和资源的分配有更清晰的认识。这有助于公民了解自己可能获得的奖补资金的来源和规模，以及整个过程中各级政府或机构的职责和作用。,3.0,这个问题询问的是关于特定政策（奖补资金）实行时的原则，且涉及到资金分级承担的具体制度。这个问题的内容较为具体，但并未提供足够的上下文信息来确定这一政策或制度的背景。因此，虽然问题本身提出了明确的主题，但为了完整理解和回答问题，需要额外的信息。
。对外来资本与政府共同投资建设的，可使用划拨土地的医疗、养老、教育、文化、体育等公共服务项目，可以国有建设用地作价出资或入股方式供应土地。13.存量工业土地及房产支持。在符合详细规划、不改变用途的前提下，支持企业在现有工业用地上新建、扩建生产性用房，对符合条件的标准厂房和工业大厦，可按幢、层等为基本单元进行不动产首次登记。在符合国土空间规划、合法合规并经县级及以上政府批准后，工业用地使用权人可以引进市外投资按批准的用途对土地进行再开发，涉及原划拨土地使用权转让需补办出让手续的，可按规定方式办理，并按照市场价缴纳土地出让价款。14.标准厂房支持,"工业土地及房产支持的条件是什么？
",工业土地及房产支持的条件是在符合详细规划、不改变用途的前提下，支持企业在现有工业用地上新建、扩建生产性用房，对符合条件的标准厂房和工业大厦，可按幢、层等为基本单元进行不动产首次登记。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,4.0,这些信息在上下文中明确提及，因此可以根据上下文清楚、明确地回答问题。,4.0,这个问题对于普通公民理解政策文件非常有用，因为它涉及到工业土地和房产的支持条件，这些信息对于希望在这些领域开展业务或投资的个人和企业来说至关重要。了解这些条件有助于他们做出更明智的决策，并可能影响他们的投资策略和业务计划。此外，这也可能涉及到一些补贴、税收优惠等政策内容，这些都是普通公民在了解政府支持政策时需要知道的。,3.0,这个问题询问的是关于工业土地和房产支持的条件，它并没有依赖于特定的上下文或者背景信息。这个问题是一个普遍的问题，关于工业发展的政策和支持条件，在不同的地区和国家可能有所不同，但问题本身是具有普遍意义的。
。5.物流补贴。招引项目（绿色化工产业项目除外）自投产年度起5年内，平均年度经济贡献达到1000万元以上的，可按照年货物物流运输费用总额的5%给予企业补贴，每年补贴额度不超过100万元。6.外商投资奖励。对在我市新注册设立的外资企业和现有外商投资企业增资扩股、扩大生产规模，外商直接投资（FDI）到位资金在500万美元及以上1000万美元以下的，最高奖励20万元；外商直接投资（FDI）到位资金在1000万美元及以上2000万美元以下的，最高奖励50万元；外商直接投资（FDI）到位资金在2000万美元及以上的，最高奖励100万元。7.社会引资人奖励,"对于绿色化工产业项目，物流补贴的优惠条件是什么？
",对于绿色化工产业项目，在其投产年度起5年内，如果平均年度经济贡献达到1000万元以上，可以按照年货物物流运输费用总额的5%获得企业补贴，每年补贴额度不超过100万元。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733372894987161600.html,商贸、海关、旅游,广安市人民政府关于印发《广安市招商引资政策二十条（试行）》的通知,广安市人民政府办公室,4.0,根据上下文，关于绿色化工产业项目的物流补贴优惠条件的描述是清晰和明确的。上下文提到了补贴的条件，包括项目的类型（绿色化工产业项目除外）、经济贡献的要求、补贴的比例以及每年的补贴额度上限。这些信息为理解绿色化工产业项目所能享受的物流补贴提供了足够的信息。,3.0,这个问题对于普通公民来说有一定用处，因为它询问的是关于绿色化工产业项目的物流补贴优惠条件，这与产业发展和政府支持政策有关。了解这些信息有助于公民了解政府如何鼓励和支持特定行业的发展，以及这些政策如何影响经济和环境。然而，这个问题可能对于不熟悉政策细节的人来说比较复杂，因为它需要具体的政策知识和行业理解。所以，虽然这个问题对于普通公民有一定价值，但它的实际用处可能取决于个人对绿色化工产业和政策细节的兴趣和需求。,1.0,这个问题询问的是关于绿色化工产业项目的物流补贴优惠条件，这些信息可能与具体的政策、地区或国家的扶持计划有关。没有上下文信息，难以确切回答这个问题。因此，该问题依赖于其他信息才能理解。
