context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
。（四）健全分险和补助机制，促进可持续发展。1.建立风险分担机制。对民营和中小微企业融资担保贷款，建立政府、政府性融资担保公司、银行业金融机构共同参与的风险共担机制。出现代偿时，市政府和受益地政府〔指企业纳税所在地县（市、区）政府、园区管委会，下同〕分别按照10%，银行业金融机构不低于20%，政府性融资担保公司不低于50%承担风险。其中，市县两级政府承担部分由市财政局根据《广安市支持民营和中小微企业担保贷款风险补偿专项资金管理办法》在专项资金中列支。2.建立担保费补贴机制,"何种类型的企业将受益于风险分担机制？
",民营和中小微企业将受益于风险分担机制。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,4.0,上下文中提到了“对民营和中小微企业融资担保贷款，建立政府、政府性融资担保公司、银行业金融机构共同参与的风险共担机制”，这明确表示这种类型的企业将从风险分担机制中受益。,4.0,风险分担机制是政策文件中常见的条款，它通常涉及到保险、投资和商业活动。了解何种类型的企业可以从风险分担机制中受益，对于普通公民来说，可以帮助他们更好地理解这一政策如何影响不同规模和类型的企业，以及它可能如何影响经济和就业。此外，了解这一机制可以帮助公民评估政策对于特定行业的影响，以及这些行业的企业可能会如何适应或利用该机制来减少风险。,5.0,这个问题询问了哪种类型的企业能从风险分担机制中受益，这是一个通用的商业问题，不特指任何特定的上下文或文件。虽然答案可能会受到特定地区或行业的影响，但问题本身是独立的，并且有意义。
。2.建立担保费补贴机制。对政府性融资担保公司年化担保费率低于1.5%（含1.5%）的担保业务，财政部门结合与国家融资担保基金合作情况，给予分类差异化保费补贴。有合作的担保业务，担保费率补足至2.5%；未合作的担保业务，担保费率补足至2.3%。3.建立担保业务奖补机制。对与国家融资担保基金业务合作的、开展单户融资担保金额1000万元及以下的融资担保业务，财政部门按照其年化融资担保额的1%给予政府性融资担保公司业务奖补。省级政府性融资担保机构由中央和省级财政据实给予保费补贴、业务奖补。市级及以下政府性融资担保机构保费补贴、业务奖补由中省财政根据年度预算安排给予补助，不足部分由市级财政予以补足,"政府性融资担保公司年化担保费率低于1.5%的担保业务会得到怎样的补贴？
",对于政府性融资担保公司年化担保费率低于1.5%（含1.5%）的担保业务，财政部门会根据与国家融资担保基金的合作情况，给予分类差异化的保费补贴。如果合作，担保费率补足至2.5%；如果没有合作，担保费率补足至2.3%。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,,,,,,
。三、工作措施和保障（一）简化担保要求，降低企业融资门槛。推动政府性融资担保机构加快完善信用评价和风险防控体系，逐步减少、取消反担保要求，简化审核手续，提供续保便利。（二）实行减费让利，坚持保本微利运行。政府性融资担保公司在可持续经营的前提下，保持较低费率水平。对民营和中小微企业不收取保证金，对单户担保金额500万元及以下收取的担保费率原则上不超过0.8%、对单户担保金额500万元以上收取的担保费率原则上不超过1.2%。（三）落实银担合作，扩大担保规模。银担合作各方要细化业务准入和担保代偿条件，明确代偿追偿责任,"政府性融资担保机构要如何完善信用评价和风险防控体系？
",政府性融资担保机构需要加快完善信用评价和风险防控体系。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,5.0,根据提供的上下文，问题关于政府性融资担保机构如何完善信用评价和风险防控体系有明确的答案。上下文明确提出了三个方面的措施，这些措施具体说明了政府性融资担保机构在信用评价和风险防控体系上应该如何改进。因此，该问题在给定上下文的情况下可以清楚、明确地回答。,4.0,这个问题对于普通公民理解政策文件非常有用。因为它涉及到政府性融资担保机构的信用评价和风险防控体系，这些都是普通公民在金融活动中可能会遇到的。了解这些信息有助于普通公民更好地理解金融风险，做出更明智的金融决策。,5.0,这个问题是关于政府性融资担保机构如何完善信用评价和风险防控体系的，它涉及到特定的管理话题，但问题本身表述清晰，具有独立性。
。广安市人民政府办公室2022年12月5日推动政府性融资担保公司服务民营和中小微企业发展实施办法民营和中小微企业是经济社会发展的重要力量，为有效发挥政府性融资担保公司作用，扩大融资担保业务支持民营和中小微企业规模，缓解全市民营和中小微企业融资难、融资贵问题，推动全市实体经济高质量发展，根据《国务院办公厅关于有效发挥政府性融资担保基金作用切实支持小微企业和“三农”发展的指导意见》（国办发〔2019〕6号）、《四川省人民政府办公厅关于深入实施财政金融互动政策的通知》（川办发〔2021〕51号）等文件精神，结合我市实际，特制定本实施办法。一、总体思路和目标（一）总体思路,"广安市人民政府办公室在什么时间推动了政府性融资担保公司服务民营和中小微企业发展的实施办法？
",广安市人民政府办公室在2022年12月5日推动了政府性融资担保公司服务民营和中小微企业发展的实施办法。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,5.0,上下文中明确提到了“广安市人民政府办公室2022年12月5日推动政府性融资担保公司服务民营和中小微企业发展实施办法”，提供了具体的日期和办法的名称，因此可以根据上下文清楚、明确地回答问题。,3.0,此问题涉及到具体政策文件的实施时间，对于普通公民来说，了解政策出台的时间有助于追踪政策的执行进度和评估政策效果。然而，这个信息对于普通公民日常生活的直接影响可能有限，除非他们正计划或可能需要利用政府性融资担保公司的服务。因此，虽然这个问题对某些特定群体可能有较大帮助，但对普通公民的整体用处是中等的。,1.0,这个问题涉及到具体行政行为的时间点，需要上下文信息来确定广安市人民政府办公室推动政府性融资担保公司服务民营和中小微企业发展的实施办法的确切时间。
。五、附则本办法自2023年1月7日起施行，有效期2年。相关附件：广安府办规〔2022〕13号关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知.pdf(/gasrmzfw/c104243/1733380194927190016/aTENUM3Z.pdf)《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的政策解读.mp3(/gasrmzfw/c104243/1733380194927190016/MyCtP2vj.mp3)二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5,"《推动政府性融资担保公司服务民营和中小微企业发展实施办法》自何时起施行？
",《推动政府性融资担保公司服务民营和中小微企业发展实施办法》自2023年1月7日起施行。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,5.0,上下文中明确提到“本办法自2023年1月7日起施行”，因此根据给定信息，这个问题可以清楚、明确地回答。,,,,
广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,"广安市人民政府办公室发布了什么文件？
",广安市人民政府办公室发布了《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,5.0,该问题在给定的上下文中得到了明确的答案。《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知的标题已经在上下文中提供，因此可以根据上下文清楚、明确地回答该问题。,,,,
。对于支持农业、工业、商贸、科技、文旅等领域企业的保费补贴、业务奖补，分别在对应的市级专项资金中列支。（五）明确融资担保业务操作流程，确保落实见效。有融资需求的民营和中小微企业向政府性融资担保公司或银行业金融机构提出申请，政府性融资担保公司与合作银行业金融机构严格按照有关规定和风险控制程序审核办理。四、绩效管理和考核政府性融资担保公司切实做好降费让利，推动产业经济发展，加大支持各县（市、区）、园区建设力度，用好用活财政专项资金，助力企业持续健康发展,"在哪个级别的资金中为支持农业、工业、商贸、科技、文旅等领域的企业提供保费补贴和业务奖补？
",这些保费补贴和业务奖补分别在对应的市级专项资金中列支。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,5.0,上下文中提到“对于支持农业、工业、商贸、科技、文旅等领域企业的保费补贴、业务奖补，分别在对应的市级专项资金中列支”，因此，可以明确地回答问题，该问题可以根据上下文清楚、明确地回答。,3.0,这个问题涉及到具体的政策资金级别，对于希望了解政府如何支持特定行业的企业和公民来说，这个问题提供了详细的信息。这类信息对于投资者、企业主以及行业专家来说可能非常重要，因为它可以帮助他们评估政策对他们业务的潜在影响。然而，对于一般公民而言，他们可能不需要知道具体的资金级别，只要知道政府提供了补贴和奖补政策即可。因此，这个问题对于普通公民的理解政策文件的用处是有一定限度的。,3.0,这个问题涉及到具体的政策层面，需要对相关政策和预算有详细的了解才能回答。
。银担合作各方要细化业务准入和担保代偿条件，明确代偿追偿责任。对有发展前景、有市场，但资金遇到困难的民营和中小微企业，要加强融资担保合作力度，实现在风险可控的情况下，信贷和担保在民营和中小微企业的提质扩面。银行业金融机构按照有关文件要求，对融资担保的民营和中小微企业适度控制贷款利率，优化授信流程，实质分担风险；对政府性融资担保公司单笔担保业务放大倍数不低于5倍；对政府性融资担保公司提高代偿的容忍度，在客户发生债务违约后应给予不低于30天的代偿宽限期，并在代偿后积极帮助化解风险。政府性融资担保公司要落实代偿和分险责任，逐步加大民营和中小微企业担保业务规模。（四）健全分险和补助机制，促进可持续发展,"银行业金融机构对政府性融资担保公司单笔担保业务放大倍数的要求是多少？
",银行业金融机构对政府性融资担保公司单笔担保业务放大倍数不低于5倍。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,5.0,上下文中明确指出“对政府性融资担保公司单笔担保业务放大倍数不低于5倍”，因此可以直接得出这个问题的答案。,3.0,这个问题涉及到具体的金融政策规定，对于普通公民来说，这个信息可能不是经常需要了解的。然而，对于从事金融行业或对政府性融资担保政策有特定兴趣的公民来说，这个问题可能非常重要。因此，虽然对于大多数普通公民用处有限，但对于特定群体来说是有帮助的。,2.0,这个问题涉及到特定的金融机构、政府性融资担保公司和相关的金融政策，这些信息在没有上下文的情况下不太可能为人所知。此外，该问题提及的“放大倍数”这一术语可能也需要额外的金融知识才能理解。
各县（市、区）人民政府，广安经开区、川渝高竹新区管委会，市直各部门，各市属国有企业：《推动政府性融资担保公司服务民营和中小微企业发展实施办法》已经六届市政府第22次常务会议审议通过，现印发给你们，请认真贯彻执行,"《推动政府性融资担保公司服务民营和中小微企业发展实施办法》何时审议通过？
",《推动政府性融资担保公司服务民营和中小微企业发展实施办法》是在六届市政府第22次常务会议上审议通过的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,5.0,根据上下文，提供了明确的答案，即《推动政府性融资担保公司服务民营和中小微企业发展实施办法》是在六届市政府第22次常务会议上审议通过的。这个信息是直接的，没有模糊性，使得问题得到明确的解答。,3.0,这个问题对于普通公民来说有一定的意义，因为它涉及到政府政策的具体实施时间，这可能会影响民营企业和中小微企业获取融资担保服务的时机和条件。然而，对于理解政策文件本身的内容和细节，这个问题的实用性是有限的，因为它只是提供了政策的审议时间，并没有提供关于政策目标和具体措施的详细信息。对于普通公民而言，了解政策何时通过并不如了解政策的具体内容和实施效果来得重要。因此，虽然这个问题有一定的信息价值，但它的实用性并不是特别高。,5.0,这个问题是询问某个具体政策文件的审议通过时间，这个信息可以直接从文件标题中获得，因此它是一个独立的问题。虽然对于不了解该文件的人来说，可能需要提供一些背景信息，但问题本身是明确的，并且有意义。
。二、工作定位和原则（一）工作定位。坚守政府性融资担保机构的准公共定位，弥补市场不足，降低担保服务门槛，发挥担保增信和“放大器”作用，重点支持全市民营和中小微企业生产经营融资。（二）工作原则。1.减费让利。降低综合担保费率，降低民营和中小微企业综合融资成本。2.风险共担。政银担共担风险，进一步提高风险容忍度，扩大银行业金融机构、政府性融资担保机构愿贷、愿担规模。3.促进发展。建立有效的业务激励和风险防范机制，健全财政补助机制，促进可持续发展。4.服务融资。鼓励政府性融资担保公司进一步提高风险容忍度，扩大融资担保规模，为民营和中小微企业（含新建及招商引资引进的企业）做好融资服务工作,"什么是政府性融资担保机构的准公共定位？
",政府性融资担保机构的准公共定位是指坚守其补充市场不足、降低担保服务门槛、发挥担保增信和“放大器”作用，重点支持全市民营和中小微企业生产经营融资的定位。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733380194927190016.html,财政、金融、审计,广安市人民政府办公室关于印发《推动政府性融资担保公司服务民营和中小微企业发展实施办法》的通知,广安市人民政府办公室,5.0,根据提供的上下文内容，问题关于政府性融资担保机构准公共定位的定义得到了清晰的解释。上下文中提到了这些机构的工作定位，包括弥补市场不足、降低服务门槛、担保增信和“放大器”作用，以及重点支持的领域。此外，还提到了减费让利、风险共担、促进发展和服务融资的工作原则，这些原则进一步说明了政府性融资担保机构的服务宗旨和运作方式。因此，可以明确回答这个问题。,4.0,这个问题涉及到政府性融资担保机构的定位，这关乎公众了解这类机构在金融体系中的作用以及它们如何服务于市场经济。这类信息有助于公民理解政府的宏观调控手段和促进经济发展的策略。因此，对于希望深入了解国家金融政策及其对经济生活的影响的普通公民来说，这个问题非常有用。,3.0,这个问题涉及到特定的经济和金融概念，政府性融资担保机构并非广泛为人所知，其准公共定位的含义也需要对政府和金融市场有深入了解才能准确回答。因此，这个问题依赖于特定的知识背景和上下文信息。
