context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
。鼓励驻市各保险机构创新保险产品和服务，探索设立老年人意外责任险，通过风险分担机制，转移养老服务机构运营风险，并向上级公司争取保险资金投资和开发广安养老服务项目。探索开展老年人住房反向抵押养老保险试点。政府债券应统筹考虑养老服务需求，支持养老服务设施建设及无障碍改造。（二）落实养老服务医疗政策。支持符合条件的养老服务机构根据实际需要依法设立医疗机构，并按相关规定纳入城镇职工（居民）基本医疗保险和新型农村合作医疗保险定点范围。入住养老服务机构的参保人员，在定点医疗机构就医产生的医疗费用，按照城镇基本医疗保险和新型农村合作医疗保险的规定支付," What kind of insurance products and services are encouraged for insurance institutions in the city?
"," The encouragement of innovative insurance products and services for insurance institutions in the city, including the exploration of setting up elderly accidental liability insurance, transferring the operational risks of elderly care service institutions through risk sharing mechanisms, and seeking insurance capital investment and development of elderly care service projects in Guang'an. Pilot reverse mortgage pension insurance for the elderly is also proposed. The government bonds should take into account the demand for elderly care services and support the construction of elderly care service facilities and barrier-free transformation. 

Factual statement question- How should pension service institutions that meet the criteria be supported in setting up medical institutions according to actual needs?
Answer- Support for pension service institutions that meet the criteria to establish medical institutions according to actual needs, and they should be included in the township enterprise (resident) basic medical insurance and new rural cooperative medical insurance designated range. Participating insured personnel who live in pension service institutions, medical expenses generated from medical treatment at designated medical institutions will be paid according to the regulations of township basic medical insurance and new rural cooperative medical insurance.",https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,5,上下文提供了明确的指示，即保险机构应当创新保险产品和服务，特别强调了针对老年人的保险产品，如老年人意外责任险、住房反向抵押养老保险试点。同时，提及了鼓励保险资金投资和开发养老服务项目，以及支持养老服务机构设立医疗机构，并将其纳入医疗保险定点范围。这些信息表明，保险机构被鼓励提供的产品和服务有具体的方向和目标，因此可以清晰地回答问题。,4.0,这个问题有助于普通公民了解哪些类型的保险产品和服务在当地是受到鼓励的，这可能与他们作为消费者选择保险产品时有关。了解这些信息可以帮助公民做出更符合个人需求和经济状况的决策，同时也能促进保险机构提供更好的服务。因此，这个问题对于普通公民理解政策文件有用。,2.0,这个问题询问的是关于特定城市中的保险机构和他们所鼓励提供的保险产品和服务。这个问题的答案可能受到该城市特有的经济、法律和社会环境的影响。没有额外的上下文信息，这个问题难以给出一个具体和准确的答案。因此，这个问题依赖于具体的上下文信息。
。到2017年，全市养老服务设施覆盖90%以上城市社区，75%以上乡镇和50%以上农村社区建立养老服务设施和站点；养老床位数达到2.6万张以上，每千名老年人拥有养老床位33张以上；养老服务业提供就业岗位3万个以上。到2020年，全市90%以上乡镇和60%以上农村社区建立养老服务设施和站点；养老床位数达到2.8万张以上，每千名老年人拥有养老床位35张以上；养老服务提供就业岗位3.4万个以上。二、主要任务（一）加快推进养老服务设施建设。1.加强城市社区养老服务设施建设。养老服务设施选址应根据《广安市城市总体规划（2013—2030）》和片区控制性详细规划，分区分级规划设置,"到2020年，养老床位数达到多少张以上？
",到2020年，养老床位数达到2.8万张以上。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,5,根据上下文，到2020年，养老床位数达到2.8万张以上。,4.0,这个问题对于普通公民理解政策文件非常有用。了解养老床位数的数量可以帮助公民了解政府对老年人福利的关注程度和投入资源的大小。此外，这对于计划将来可能需要养老服务的个人来说是一个重要的信息。,1.0,该问题需要具体的统计数据和时间点的信息，而这些信息可能依赖于特定的上下文或文档。没有上下文信息，无法直接回答这个问题。
。对营利性、非营利性养老服务机构免费接收供养“低保”老人，农村“五保”老人或城镇“三无”老人，失能半失能“低保”或农村“五保”、城镇“三无”老人的，除政府按规定标准拨付相关生活、医疗等费用外，按实际入住人数，每人每月分别按不低于100元、200元、400元标准给予补贴。收住老人具有多重身份的，按其中最高标准给予补贴。2.落实一次性建设补助、运营补贴和培训补贴。对社会力量举办的养老服务机构给予一次性建设补助、运营补贴和培训补贴。对养老服务机构新增床位（购置、租赁房屋等方式建设的养老机构经营期限应不低于十年），按每张床位不低于1万元标准给予一次性建设补助,"对符合条件的养老服务机构，政府提供了哪些类型的补贴？
",政府为符合条件的养老服务机构提供了一次性建设补助、运营补贴和培训补贴。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,4,根据上下文内容，问题得到了明确的回答。上下文中详细说明了政府对于符合条件的养老服务机构提供的补贴类型，包括对入住老人的直接补贴和对养老服务机构的一次性建设补助、运营补贴和培训补贴。这些信息是具体的、明晰的，使得问题能够得到明确解答。,4.0,这个问题对于普通公民了解政府对养老服务机构的支持政策非常有用。它提供了具体的信息，帮助公民了解政府如何通过补贴来促进养老服务的发展，这对于那些可能需要这些服务或关心社会福利的人至关重要。,5.0,这个问题询问政府提供的具体补贴类型，它不依赖于特定的上下文或额外的信息来解释其核心内容。问题本身具有明确的意义，并且有权访问文件的人员应该能够理解问题的内容。
。培育公益慈善组织，建立为老志愿服务登记及义工服务时间储备等互助制度。创新养老模式，推进养老服务产业发展，支持企业开发老年产品，引导和规范金融机构开发适合老年人理财、信贷、保险等产品。鼓励发展养老服务中小企业，扶持发展龙头企业，形成产业集群。健全市场规范和行业标准，营造良好消费环境，确保养老服务和产品质量。三、落实扶持政策（一）落实养老服务融资政策。鼓励金融机构为养老服务机构和项目提供金融支持，增加养老服务机构和建设项目信贷投入并提供优惠服务,"如何落实养老服务融资政策？
",落实养老服务融资政策的方式是鼓励金融机构为养老服务机构和项目提供金融支持，增加养老服务机构和建设项目信贷投入并提供优惠服务。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,4,提供的上下文中详细描述了落实养老服务融资政策的多个途径，包括培育公益慈善组织、创新养老模式、支持企业开发产品、引导金融机构开发适合老年人的金融产品、鼓励发展养老服务中小企业和扶持龙头企业、健全市场规范和行业标准等。这些措施具体明确，说明如何通过不同的手段和渠道来吸引和利用融资，确保养老服务的可持续性和质量。,,,,
养机构等建立对口支援和合作机制市民政局（牵头）、市扶贫移民局、市发展改革委、市老龄办2014年4季度出台具体措施9建立县级、乡镇（街道）、社区（村）居家养老服务网络市民政局（牵头）、市老龄办和各区市县人民政府、园区管委会2014年4季度出台具体措施10培育和扶持居家养老服务企业和社会组织，为居家老年人提供助餐、助浴、助洁、助急、助医等上门服务市民政局（牵头）、市发展改革委、市商务局、市人力资源社会保障局、市卫生局、市老龄办和各区市县人民政府、园区管委会2014年4季度出台具体措施11加快居家养老服务信息平台、老年人居家呼叫服务系统和应急救援服务网络建设市经济和信息化委（牵头）、市民政局、市发展,"市民政局与哪些部门共同出台了建立县级、乡镇（街道）、社区（村）居家养老服务网络的具体措施？
",市民政局与市老龄办和各区市县人民政府、园区管委会共同出台了建立县级、乡镇（街道）、社区（村）居家养老服务网络的具体措施。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,5,根据上下文，我们可以清楚地看到市民政局与市扶贫移民局、市发展改革委、市老龄办共同出台了建立县级、乡镇（街道）、社区（村）居家养老服务网络的具体措施。这些部门的合作旨在建立一个完善的居家养老服务网络，为老年人提供各种服务，如助餐、助浴、助洁、助急、助医等上门服务。因此，该问题可以根据上下文清楚、明确地回答。,,,,
。对招用就业困难人员（须经市本级或户籍所在地公共就业服务机构认定）签订1年及以上劳动合同并缴纳社会保险费的养老服务机构按规定给予岗位、社保补贴（单位缴纳部分），补贴期限除对距法定退休年龄不足5年人员可延长至退休外，其余人员最长不超过3年。依托市社会福利院建立市级养老服务培训中心。（三）完善养老服务功能。建立县、乡镇（街道）、村（社区）三级居家养老管理服务网络。城乡社区要加快居家养老服务信息管理平台、呼叫服务系统和应急救援服务网络建设。推进信息平台与居家养老服务实体有效链接。扩大居家养老服务组织规模，拓展服务内容，引导鼓励社会力量参与居家养老服务,"养老服务机构对于招用就业困难人员签订多长时间劳动合同才有补贴？
",养老服务机构对于招用就业困难人员签订1年及以上劳动合同并有缴纳社会保险费的情况下，可以获得岗位和社保补贴。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,4,上下文中明确指出，“对招用就业困难人员（须经市本级或户籍所在地公共就业服务机构认定）签订1年及以上劳动合同并缴纳社会保险费的养老服务机构按规定给予岗位、社保补贴”。因此，可以清楚明确地回答问题，养老服务机构需要签订1年及以上的劳动合同才有补贴。,3.0,该问题对于希望了解如何通过招用就业困难人员在养老服务机构中获得补贴的普通公民来说有一定用处。它提供了关于政策的具体信息，帮助公民了解合同期限与补贴之间的关系。然而，该问题的用处可能有限，因为它假设公民已经知道相关的政策，并且只是需要具体细节。此外，如果政策文件复杂或容易变化，那么这个问题可能需要经常更新，以保持其准确性。,1.0,这个问题涉及到特定的政策规定，关于养老服务机构招用就业困难人员的劳动合同补贴政策，这需要具体的政策文本或相关法规来确定答案。因此，该问题不是自包含的，需要额外的信息来提供准确的回答。
。（二）形成工作合力。民政部门履行监督管理、行业规范、业务指导职责；建立对社会力量兴办养老机构评估制度；对不符合要求或违法违规的，除依法责令改正和处罚外，可作出终止优惠待遇、收回补助资金等处理。发展改革部门将养老服务业发展纳入国民经济和社会发展年度计划，按规定做好企业（社会力量）投资养老服务项目核准和政府投资养老服务项目审批工作，并将核准和审批文件同时抄送同级民政部门；对公办养老机构提供社会养老服务按规定实行政府指导价，对民办养老机构实行市场调节价。财政部门对养老服务业发展给予财力保障。国土资源部门对养老服务设施建设用地统筹规划、科学选址、分年安排，及时下达年度用地计划,"哪个部门负责监督管理和行业规范职责？
",民政部门负责监督管理和行业规范职责。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,5,根据上下文信息，可以明确指出民政部门负责监督管理和行业规范的职责。文中提到民政部门履行了监督管理、行业规范、业务指导职责，并对养老机构的评估制度进行了描述。,4.0,这个问题对于普通公民理解政策文件非常有用，因为它涉及到政府部门的职责和功能，这是理解政府如何运作和管理行业的基础。知道哪个部门负责监督管理和行业规范，可以帮助公民了解他们可以期望哪些服务和指导，以及如何与政府互动。此外，了解这些职责有助于公民识别和报告可能的违规行为或不当之处。,3.0,这个问题询问的是一个具体的组织或部门职责，通常这类信息是固定的，属于常识性内容。然而，答案可能会因国家和地区的不同而有所差异。如果没有上下文信息指明具体国家或地区，这个问题虽然有意义，但答案并不是普遍适用的。
和社区开发公益性岗位，吸纳农村转移劳动力、城镇就业困难人员等从事养老服务，按规定落实岗位补贴和社保补贴市人力资源社会保障局（牵头）、市财政局、市民政局2014年4季度启动实施39支持社会力量举办养老服务培训机构，依托院校和养老机构建立养老服务实训基地，加快市级养老实训示范基地建设市教育局（牵头）、市民政局、市发展改革委、市财政局、市人力资源社会保障局、市老龄办2014年4季度启动实施40对在养老机构就业的专业技术人员，执行与医疗机构、福利机构相同的执业资格、注册考核政策市人力资源社会保障局（牵头）、市卫生局、市民政局、市老龄办2014年4季度启动实施41培育发展为老服务公益慈善组织和志愿组织，," (市人力资源社会保障局牵头启动实施了哪些项目?)
", (市人力资源社会保障局牵头启动实施了和社区开发公益性岗位，吸纳农村转移劳动力、城镇就业困难人员等从事养老服务，按规定落实岗位补贴和社保补贴等项目。),https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,5,根据上下文内容，市人力资源社会保障局牵头的项目涉及到公益性岗位开发、养老服务培训以及专业技术人员在养老机构就业的政策执行，这些内容都有明确的行动计划和目标。因此，可以根据上下文清楚、明确地回答该问题。,4.0,这个问题对于普通公民理解政策文件非常有用。它提供了具体的信息，让公民了解市人力资源社会保障局启动实施的项目，这些项目可能涉及到就业、社会保障、人才培养等多个方面，与市民的生活直接相关。了解这些信息有助于公民更好地参与社会活动，规划个人发展，以及利用这些项目可能带来的机会。,2.0,该问题指出了一个特定的机构“市人力资源社会保障局”和一个特定的行动“启动实施项目”，但没有提供足够的上下文来确定具体的项目名称或类型。没有上下文信息，这个问题的答案可能依赖于特定的时间、地点或相关的政策背景。
2014年4季度出台具体措施17支持有条件的养老机构设置医疗机构，符合条件的可申请纳入城镇职工（居民）基本医疗保险和新型农村合作医疗定点范围市卫生局（牵头）、市人力资源社会保障局、市民政局持续实施18加快推进面向养老机构的远程医疗服务试点市卫生局（牵头）、市民政局、市发展改革委2014年4季度启动试点工作19建立医疗机构与养老机构的协作机制,"养老机构如何才能申请纳入城镇职工（居民）基本医疗保险和新型农村合作医疗定点范围？
",养老机构可以设置医疗机构，并且如果符合条件，它们可以申请纳入城镇职工（居民）基本医疗保险和新型农村合作医疗定点范围。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,5,上下文提供了具体措施，包括养老机构设置医疗机构并符合条件的申请过程，以及涉及到的牵头和实施部门。,5.0,这个问题对于希望了解如何让自己的养老机构成为城镇职工（居民）基本医疗保险和新型农村合作医疗定点范围的普通公民非常有用。它提供了具体的指导信息，帮助公民理解他们需要遵循的程序和可能的条件，以便他们的机构能够提供这些保险计划的覆盖服务。此外，对于养老机构运营者而言，这个问题同样关键，因为它关系到他们的业务能够吸引和保留客户。,5.0,这个问题是关于养老机构如何操作才能申请成为城镇职工（居民）基本医疗保险和新型农村合作医疗定点范围的一部分。这个问题是具体的，并且提供了足够的信息，使得任何了解医疗保险定点范围申请过程的人都可以回答。
。5.严格政府补贴资金的使用监管。养老服务机构在建设项目竣工验收合格，取得许可、办理法人登记并投入运行后，需向当地民政部门提出申请，经审查符合条件的，签订社会办养老服务机构申领政府补贴资金承诺书（非扩权试点县承诺书报市民政局），各地应按实际建成床位数及时核拨一次性建设补贴。用房自建的，补贴资金一次性拨付到位；租用房屋的，补贴资金在3年内按50%、30%、20%比例拨付到位；运营补贴由当地民政部门据实按月审核，每半年拨付一次。享受一次性建设补贴的养老服务机构，10年内不得改变经营性质，且不得擅自改变机构场所及设施用途,"养老服务机构在哪些条件满足后可以向当地民政部门申请政府补贴资金？
",养老服务机构在建设项目竣工验收合格，取得许可、办理法人登记并投入运行后，需向当地民政部门提出申请。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733365368811950080.html,民政、扶贫、救灾,广安市人民政府关于进一步加快发展养老服务业的实施意见,广安市人民政府办公室,5,根据上下文内容，明确指出了养老服务机构在满足一系列条件后，如建设项目竣工验收合格、取得许可、办理法人登记并投入运行，方可向当地民政部门申请政府补贴资金。上下文中提供了具体的申请流程以及补贴资金的使用监管和拨付条件，使得问题得以清晰、明确地回答。,4.0,这个问题对于普通公民来说非常有用，因为它涉及到养老服务机构的政府补贴政策，这是老年人福利和服务的重要部分。了解申请政府补贴的条件可以帮助公民更好地理解他们可以获得什么样的支持，以及如何确保他们的服务机构能够获得必要的资金。这直接影响到老年人的生活质量和服务水平。,3.0,这个问题询问的是关于养老服务机构申请政府补贴资金的具体条件，这些条件可能因地区的不同而有所差异。没有上下文信息，这个问题是比较具体和依赖于当地政策的，因此不是完全独立的。
