context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
。将养老护理员培训作为职业培训和促进就业的重要内容。推动广安职业技术学院等高（中）职业院校（学校）开设养老服务相关专业。将养老护理员职业技能培训纳入政府购买培训成果补贴政策。经市级（含）以上民政或人力资源社会保障部门组织培训，并考核合格的，给予特岗补贴，具体标准按照广安府函〔2015〕154号执行。鼓励从业人员参加职业技能鉴定，完善职业技能等级与养老服务人员薪酬待遇挂钩机制,"哪些机构被推动开设养老服务相关专业？
",广安职业技术学院等高（中）职业院校（学校）被推动开设养老服务相关专业。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,5.0,根据上下文，明确提到了“推动广安职业技术学院等高（中）职业院校（学校）开设养老服务相关专业”，这表明了具体的机构被推动开设养老服务相关专业。因此，问题可以清楚、明确地回答。,,,,
。建立养老服务就业补贴制度，普通高等院校、高等职业技术学院和中等职业技术学校（技工院校）全日制毕业生，进入养老机构、社区养老服务驿站或日间照料中心从事养老护理工作的，干满5年可享受一次性养老服务就业补贴（第5年一次性支付），标准为：普通高等院校毕业生为3万元、高等职业技术学院和中等职业技术学校（技工院校）毕业生为2万元。开展养老人才培养改革试点，打通养老服务人才晋级渠道。全面提升养老护理队伍职业道德素养。（十九）完善财税支持政策。加大财政支持力度，采取贷款贴息、项目补助、以奖代补等方式，加大对养老服务重点领域和重点项目的资助、扶持,"全日制毕业生在哪些机构从事养老护理工作满5年后可享受一次性养老服务就业补贴？
",全日制毕业生在养老机构、社区养老服务驿站或日间照料中心从事养老护理工作满5年后可享受一次性养老服务就业补贴。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,4.0,根据上下文内容，明确指出了全日制毕业生需要在养老机构、社区养老服务驿站或日间照料中心从事养老护理工作，并且满足5年的工作年限要求后，才有资格获得一次性养老服务就业补贴。具体的标准也提到了，即普通高等院校毕业生为3万元，高等职业技术学院和中等职业技术学校（技工院校）毕业生为2万元。因此，这个问题可以清楚、明确地回答。,4.0,这个问题对于普通公民理解相关政策非常有用。它提供了具体的条件（全日制毕业生、养老护理工作、满5年）和优惠（一次性养老服务就业补贴），这些信息对于那些可能从事养老护理工作并希望了解自己权益的人来说是至关重要的。此外，了解可以在哪些机构享受这一补贴，可以帮助毕业生规划自己的职业道路。因此，这个问题有助于提高政策的透明度，帮助公民了解如何利用政府提供的机会。,3.0,该问题涉及到具体政策内容和实施细节，这些信息依赖于当前的法律法规和社会政策。此外，关于享受一次性养老服务就业补贴的具体条件，可能需要查阅相关的政府公告或政策文件，这些文件可能随时间和地区的不同而有所变化。因此，没有具体的政策背景和地区信息，无法给出确切的答案。
"各区市县人民政府，广安经开区、枣山园区、协兴园区、华蓥山景区管委会，市级有关部门：为促进养老服务业更好更快发展，全面放开养老服务市场提升养老服务质量，根据《四川省人民政府办公厅关于全面放开养老服务市场提升养老服务质量的实施意见》（川办发〔2018〕5号）精神，结合我市实际,提出以下实施意见","养老服务质量提升的目标是什么？
",目标是促进养老服务业更好更快发展，全面放开养老服务市场。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,,,,,,
。坚持以规划为导向，切实发挥规划引领作用。各区市县（园区）要根据《广安市人民政府关于印发广安市“十三五”老龄事业发展和养老体系建设规划的通知》（广安府发〔2017〕31号）要求，分级制定养老服务相关规划，与城乡规划、土地利用总体规划、城镇化规划、区域规划等相衔接，并纳入控制性详细规划实施，系统提升服务能力和水平。各地要进一步扩大面向居家社区、农村、失能半失能老年人的服务种类，结合实际提出养老床位结构的合理比例，制定鼓励护理型床位建设的政策措施，确保到2020年护理型床位占当地养老床位总数的比例应不低于30%。（十七）完善土地支持政策,"广安市“十三五”老龄事业发展和养老体系建设规划要求各区市县（园区）做什么？
",广安市“十三五”老龄事业发展和养老体系建设规划要求各区市县（园区）根据该通知要求，分级制定养老服务相关规划，与城乡规划、土地利用总体规划、城镇化规划、区域规划等相衔接，并纳入控制性详细规划实施，系统提升服务能力和水平。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,5.0,根据上下文内容，问题要求说明广安市“十三五”老龄事业发展和养老体系建设规划对各区市县（园区）的具体要求。上下文中提供了清晰的信息，说明了各区市县（园区）需要根据通知要求制定规划，并且提升服务能力和水平，扩大服务种类，制定合理床位结构比例，以及实施政策措施来确保护理型床位的比例。因此，问题能够根据上下文得到明确回答。,4.0,这个问题对于普通公民理解政策文件非常有用。它关注的是老龄事业发展和养老体系建设，这是每个人都可能关心的问题，特别是中老年人群体。了解广安市“十三五”期间老龄事业发展和养老体系建设规划的具体要求，可以帮助公民更好地了解政府如何应对人口老龄化带来的挑战，以及如何改善老年人的生活质量。此外，这样的信息也有助于公民在需要时，能够更好地利用相关的养老服务和社会资源。,1.0,该问题直接提及广安市的“十三五”老龄事业发展和养老体系建设规划，这是一个具体的政策文件，对了解该规划内容的上下文信息有较高依赖。同时，问题询问的是对各区市县（园区）的要求，这些要求没有在问题中直接给出，需要对政策文件有所了解才能回答。
。到2020年，全市政府运营的养老床位数占养老床位总数的比例不超过50%，护理型床位占养老床位总数的比例不低于30%，依托华蓥山红色旅游融合发展示范区，培育1—2个养老服务品牌，打造全市医养体旅的先行示范区，90%以上的城镇社区和60%以上的农村社区纳入居家社区养老服务网络。二、主要任务（一）降低准入门槛。自然人、法人和其他组织设立营利性养老服务企业，均可依法向工商行政管理（市场监督管理）部门申请注册登记。非本市投资者举办养老服务项目与本市投资者享受同等政策待遇。鼓励境外投资者来广安举办非营利性养老机构，其设立的非营利性养老机构与境内投资者设立的非营利性养老机构享受同等优惠政策,"到2020年，广安市计划将政府运营的养老床位数占全市养老床位总数的比例控制在多少以内？
",到2020年，广安市计划将政府运营的养老床位数占养老床位总数的比例不超过50%。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,5.0,上下文中提到了“到2020年，全市政府运营的养老床位数占养老床位总数的比例不超过50%”，这个信息直接回答了问题，因此根据上下文可以清楚、明确地回答这个问题。,3.0,这个问题涉及到广安市政府的具体工作计划，对于普通市民来说，了解政府对于养老服务的规划和布局是有用的。这不仅关系到市民的福祉，也体现了政府的服务方向和效率。然而，对于普通公民日常生活的直接影响可能相对较小，除非他们是养老服务行业的参与者或者需要养老服务的人。因此，这个问题对于普通市民来说有一定的参考价值，但不是每个人都需要了解的。,1.0,这个问题是关于广安市特定的政策目标，需要具体的当地信息才能回答。它涉及到特定的时间点（2020年），特定的地点（广安市），以及该地的政府政策（养老床位数的比例控制）。没有这些具体信息，这个问题无法得到解答。
。对于1998年9月以前建设使用，且未发生改、扩建（含室内外装修、建筑保温、用途变更），或者建筑面积在300平方米以下，或者投资30万元以下的养老机构、设施，不需要办理消防设计审核、消防验收或备案手续，但须满足消防安全技术规范要求，其他养老机构依法办理消防审验或备案手续。（四）完善价格形成机制。加快建立以市场形成价格为主的养老机构服务收费管理机制。对民办营利性养老机构，服务收费项目和标准由经营者自主确定。对民办非营利性养老机构，服务收费标准由经营者合理确定，发改、民政部门对其财务收支状况、收费项目和调价频次进行必要监管，同时加强对价格水平的分析监测,"哪些养老机构不需要办理消防设计审核、消防验收或备案手续？
",1998年9月以前建设使用，且未发生改、扩建（含室内外装修、建筑保温、用途变更），或者建筑面积在300平方米以下，或者投资30万元以下的养老机构、设施不需要办理消防设计审核、消防验收或备案手续。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,4.0,根据上下文提供的信息，明确指出了哪些养老机构不需要办理消防设计审核、消防验收或备案手续的条件，包括建设时间的限制、建筑面积和投资金额的具体标准。这些条件清晰明确，使得任何符合这些标准的养老机构都能够明确自己是否需要办理相关手续。,3.0,这个问题对于普通公民来说有一定用处，因为它涉及到养老机构是否需要办理消防设计审核、消防验收或备案手续，这些都是与公众安全密切相关的事项。了解这些信息有助于公民在选择养老机构时，对其安全性有一个基本的判断。然而，这个问题针对的是哪些养老机构不需要办理这些手续，这可能需要公民去查阅具体的政策文件或询问相关部门，因此用处有限。,3.0,这个问题涉及到具体法规和政策，需要对当前的消防法规和养老服务相关法规有详细的了解。
。通过政府补贴、产业引导和业主众筹等方式，加快推进老旧居住小区和老年人家庭的无障碍改造，重点做好居住区缘石坡道、轮椅坡道、公共出入口、走道、楼梯、电梯候梯厅及轿厢等设施和部位的无障碍改造。把老旧住宅增设电梯工作纳入“百万安居工程建设行动”加以实施，将符合条件的既有住宅电梯增设项目纳入市级奖补范围实行以奖代补。加强养老服务设施节能宜居改造，将各类养老机构和服务设施纳入“城市基础设施建设年行动”重点扶持范围。在推进易地扶贫搬迁以及城镇棚户区、农村危房改造等保障性安居工程中，统筹考虑适老化设施配套建设。（十二）加快养老服务信息化建设。推进“互联网+”养老服务创新，发展智慧养老服务新业态,"哪些方式被用于加快老旧居住小区和老年人家庭无障碍改造？
",加快老旧居住小区和老年人家庭无障碍改造的方式包括政府补贴、产业引导和业主众筹。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,5.0,根据上下文内容，问题中提到的加快老旧居住小区和老年人家庭无障碍改造的方式都被明确地列举了出来，包括政府补贴、产业引导、业主众筹，以及把老旧住宅增设电梯工作纳入“百万安居工程建设行动”等措施。因此，这个问题可以根据上下文清楚、明确地回答。,4.0,这个问题直接关联到改善居住环境和提高老年人生活质量的政策实施。了解政府如何加快老旧居住小区和老年人家庭无障碍改造，对于普通公民来说，有助于认识到政府在这方面的努力和进展，同时也能为自己或家人提供相关信息和可能的帮助。此外，这个问题还涉及到社会公平和包容性，对于推动构建和谐社会具有积极意义。,3.0,这个问题是关于特定政策措施的应用，它可能依赖于当前的社会环境、政策导向和具体实施情况。虽然提到的是老旧居住小区和老年人家庭无障碍改造，但具体的做法和措施需要根据实际情况来定，因此，该问题对上下文的信息有一定的依赖性。
。市发展改革委和市民政局要会同各有关部门加强对各区市县（园区）的指导，及时督促检查并报告工作进展情况。本实施意见从发布之日起施行，有效期5年。附件：广安市全面放开养老服务市场提升养老服务质量目标任务安排表广安市人民政府办公室2018年12月28日广安市全面放开养老服务市场提升养老服务质量目标任务安排表(common/preview_resource.action?id=319ec49dd4254799835fd04a214d03ed&type=doc&jcrVer=1.0)相关附件：二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5,"广安市全面放开养老服务市场提升养老服务质量目标任务安排表的有效期是多少年？
",广安市全面放开养老服务市场提升养老服务质量目标任务安排表的有效期是5年。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,5.0,根据上下文中的信息，“本实施意见从发布之日起施行，有效期5年”，因此可以明确地回答问题，广安市全面放开养老服务市场提升养老服务质量目标任务安排表的有效期是5年。,5.0,这个问题对于普通公民理解政策文件非常有用，因为它关系到广安市养老服务市场的放开和养老服务质量的提高，这些都是普通公民关心的问题。此外，了解政策文件的有效期也是非常重要的，因为这决定了公民需要多久时间去了解和适应这个政策。,1.0,这个问题询问的是广安市关于养老服务市场放开和服务质量提升的具体任务安排表的有效期，这个信息直接关联到广安市的政策法规和具体措施，不含有足够的上下文信息来确定答案。因此，这个问题需要特定的上下文信息才能回答。
。（九）加快推进医养融合发展。鼓励有条件的养老机构依法开办医疗机构，符合条件的按规定纳入城乡基本医疗保险定点范围。鼓励符合条件的执业医师到养老机构、社区老年照料机构内设的医疗机构多点执业。开通预约就诊绿色通道，为老年人提供便捷医疗服务。提升医保经办服务能力，实现老年人异地就医即时结算。支持和推广在日间照料中心、社区居家养老服务中心内嵌入“健康小屋”，为老年人提供健康检查、指导和管理以及康复护理等健康养老服务。“十三五”期间，每个区市县至少建成2所、园区至少建成1所规模适度、功能完善、管理规范的医养结合养老服务机构。（十）提升农村养老服务能力和水平,"鼓励哪些机构依法开办医疗机构？
",鼓励有条件的养老机构依法开办医疗机构。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,5.0,根据上下文内容，特别是条款（九）中提到的“鼓励有条件的养老机构依法开办医疗机构”，可以清楚明确地回答问题。上下文提供了具体的政策背景和目标群体，即养老机构，并且强调了这些机构需要“依法”开办医疗机构。此外，还提到了符合条件的医疗机构将纳入城乡基本医疗保险定点范围，以及对执业医师多点执业的支持等，这些都是鼓励的具体措施。,,,,
。推进“互联网+”养老服务创新，发展智慧养老服务新业态。支持养老服务机构、社区、社会组织和企业利用物联网、移动互联网和云计算、大数据等信息技术，开发应用智能终端和居家社区养老服务智慧平台、信息系统、APP应用等，重点拓展远程提醒和控制、自动报警和处置、动态监测和记录等功能，建设虚拟养老院。打通养老服务信息共享渠道，实现养老综合服务信息平台与户籍、医疗、社会保障等信息资源对接。（十三）探索建立长期护理保障制度。探索建立由长期护理保险、商业性护理保险、护理补贴、护理救助等相互衔接、互为补充的长期护理保障制度，增强老年人接受长期护理照料的支付能力,"什么是推进“互联网+”养老服务创新的主要技术手段？
",推进“互联网+”养老服务创新主要利用物联网、移动互联网、云计算和大数据等信息技术。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733353216818548736.html,民政、扶贫、救灾,广安市人民政府办公室关于全面放开养老服务市场提升养老服务质量的实施意见,广安市人民政府办公室,5.0,上下文中明确提到了“物联网、移动互联网和云计算、大数据等信息技术”，这些技术手段是推进“互联网+”养老服务创新的关键。文中还举例说明了如何利用这些技术开发应用智能终端和居家社区养老服务智慧平台等，这表明了这些技术手段的具体应用场景和功能。,4.0,这个问题对于普通公民理解政策文件非常有用。了解推进“互联网+”养老服务创新的主要技术手段，可以帮助公民更好地理解如何利用现代技术改善和提升养老服务质量，以及这些技术如何影响和改善老年人的日常生活。此外，这也有助于公民了解政府在养老领域的发展方向和优先事项。,5.0,这个问题询问的是关于“互联网+”养老服务创新的主要技术手段，它并不依赖于特定的上下文或额外信息。问题本身具有明确的意义，并且可以独立地进行回答。
