context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
。（责任单位：人行广安市中心支行、广安银保监分局、市金融工作局、市人力资源和社会保障局、市经济和信息化局、市科学技术局、市财政局，各区市县政府、园区管委会）（八）充实创业担保基金。将省对我市贫困县（市、区）实施的返乡创业分险基金并入创业担保贷款基金，各区市县、园区财政每年安排一定的资金补充创业担保基金，发展政府性融资担保机构，创新融资担保业务，为符合条件的返乡下乡创业者提供创业担保贷款支持。（责任单位：市财政局、市人力资源和社会保障局、人行广安市中心支行、广安银保监分局、市金融工作局，各区市县政府、园区管委会）（九）建立创业扶持基金,"（你的事实陈述问题）
",（你对事实陈述问题的答案）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,5.0,上下文中提到了广安市通过将省对我市贫困县（市、区）实施的返乡创业分险基金并入创业担保贷款基金，并由相关单位安排资金补充创业担保基金，发展政府性融资担保机构，创新融资担保业务，为符合条件的返乡下乡创业者提供创业担保贷款支持。此外，还提到了建立创业扶持基金。这些信息具体描述了广安在金融支持方面的措施。,,,,
。全面清理规范涉企收费事项，凡是没有法律法规依据和中省政策规定的，不得收取任何费用。（责任单位：市政务服务管理局、市级相关部门，各区市县政府、园区管委会）（四）强化宣传引导。坚持正确舆论导向，充分利用广播、电视、网络和基层公共就业服务平台，广泛宣传中、省、市出台的支持返乡下乡创业的政策措施，提高政策知晓度。在新闻媒体开设专栏，大张旗鼓地宣传返乡下乡创业成功人员的典型事迹，发挥榜样引领作用，激发更多返乡下乡创业者的创业热情。（责任单位：市委宣传部、市级相关部门，各区市县政府、园区管委会）（五）加强督导调度,"全面清理规范涉企收费事项的责任单位是什么？
",全面清理规范涉企收费事项的责任单位是市政务服务管理局和市级相关部门，各区市县政府、园区管委会。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,4.0,根据上下文内容，问题中询问的责任单位在第一句中得到了明确的指出，即“市政务服务管理局、市级相关部门，各区市县政府、园区管委会”。这些单位被指定为责任单位，以清理规范没有法律法规依据和中省政策规定的涉企收费事项。因此，问题得到了清晰和准确的回答。,4.0,这个问题对于普通公民来说非常有用，因为它提供了关于政府对企业收费事项监管的具体信息。了解责任单位有助于公民监督和了解政府如何规范涉企收费，这对于维护市场公平竞争和保护消费者权益具有重要意义。,1.0,这个问题涉及到具体的政策和管理问题，需要对当前的政策环境和管理架构有一定的了解才能回答。因此，它与上下文的信息有较强的依赖关系。
。其中，对从事森林康养、休闲农业和乡村旅游等业务的农业经营主体，其辅助设施建设用地可再增加3%。农林牧渔业产品初加工工业项目用地，可按不低于所在地土地等别相对应工业用地出让最低价标准的70%确定土地出让底价。将符合条件的返乡下乡创业者纳入城镇住房保障范围和住房公积金制度范畴，支持返乡下乡创业较为集中的开发区和产业园区因地制宜发展公租房。（责任单位：市自然资源和规划局、市住房和城乡建设局、市农业农村局、市财政局、市林业局，各区市县政府、园区管委会）（四）支持发展农村服务业,"林业和农业经营主体在土地使用上可以获得哪些优惠政策？
",林业和农业经营主体在辅助设施建设用地方面可增加3%，农林牧渔业产品初加工工业项目用地可按不低于所在地土地等别相对应工业用地出让最低价标准的70%确定土地出让底价。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,4.0,根据提供的上下文内容，问题关于林业和农业经营主体在土地使用上可能获得的优惠政策得到了明确回答。上下文中提到了具体的三项优惠政策，包括对特定业务的辅助设施建设用地的增加、产品初加工工业项目用地的优惠以及针对返乡下乡创业者的住房保障政策。这些信息清晰地说明了这些主体可以享受的土地使用上的优惠措施。,,,,
。鼓励支持保险机构积极开发具有我市特色的农业保险品种，为返乡下乡创业者创办的产业提供多样化保险保障，各地可根据本地财力情况给予最高不超过保险费50%比例的补贴。（责任单位：广安银保监分局、市农业农村局、市财政局、市林业局、市税务局，各区市县政府、园区管委会）（十三）落实税收优惠政策。依法落实国家促进创业的减税降费优惠政策。（责任单位：市税务局，各区市县政府、园区管委会）（十四）给予创业补贴支持。对首次创业且正常经营1年以上的返乡下乡创业农民工、首次创办小微企业或从事个体经营且正常经营1年以上的就业困难人员以及符合条件的创业大学生，按规定从就业创业补助资金中一次性给予1万元创业补贴,"《广安银保监分局、市农业农村局、市财政局、市林业局、市税务局，各区市县政府、园区管委会》是哪些单位的简称？
", 广安银保监分局、市农业农村局、市财政局、市林业局、市税务局，各区市县政府、园区管委会。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,4.0,根据上下文内容，问题要求列出给定单位的简称。上下文中提到了这些单位的全称，并明确了它们的责任。因此，根据上下文可以直接提取出这些单位的简称。,2.0,这个问题对于普通公民来说可能不是非常有用，因为它涉及的是具体机构的简称，这些简称在日常生活中的提及频率可能不高。对于需要与这些机构打交道的专业人士或特定政策参与者来说，了解这些简称可能更有用。此外，这些简称可能在官方文件或公告中出现，但对于普通公民来说，了解这些简称的具体含义可能不是最紧迫的需求。,1.0,这个问题询问的是特定单位的简称，这些单位可能不是普遍人所知的。因此，该问题对未知于上下文之外的听众来说并不具有自含性，需要提供更多的背景信息才能理解每一个简称所代表的实体。
。市返乡下乡创业联席会议办公室每半年召开一次返乡下乡创业工作座谈会，听取返乡下乡创业人员对我市开展返乡下乡创业工作和执行创业政策的意见建议，及时帮助解决困难和问题。每季度召开一次例会，调度成员单位、区市县（园区）返乡下乡创业工作开展情况。市返乡下乡创业联席会议制度成员单位和区市县（园区）每月向市返乡下乡创业联席会议办公室报送至少一篇返乡下乡创业相关材料。市返乡下乡创业联席会议办公室将按照目标任务和责任分工，开展督促检查，通报工作开展情况,"市返乡下乡创业联席会议办公室多久召开一次返乡下乡创业工作座谈会？
",市返乡下乡创业联席会议办公室每半年召开一次返乡下乡创业工作座谈会。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,5.0,根据上下文内容，市返乡下乡创业联席会议办公室每半年召开一次返乡下乡创业工作座谈会，因此该问题的答案可以从上下文中清楚、明确地得出。,,,,
。对区市县（园区）返乡下乡创业政策落实情况、返乡创业园区建设情况、返乡创业人员数量、创办经济实体数量及投资金额进行重点考核。将考核结果作为对各区市县政府、园区管委会和市级有关部门领导干部进行综合考核评价的参考。（责任单位：市返乡下乡创业联席会议办公室，各区市县政府、园区管委会）（三）优化创业营商环境。建立健全审批服务“一窗受理、集成服务”机制，推行“多证合一”“多评合一”“多图联审”“并联评价”，将企业开办时间压缩至5个工作日。全面推行“最多跑一次”改革、相对集中行政许可权改革，加快信息化建设，打通部门间数据壁垒，变“群众跑腿”为“信息跑路”，政务服务事项网上办理率达到80%以上,"何单位负责对返乡下乡创业政策落实情况等方面进行考核？
",市返乡下乡创业联席会议办公室和各区市县政府、园区管委会负责对返乡下乡创业政策落实情况等方面进行考核。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,5.0,上下文中提到了“市返乡下乡创业联席会议办公室”和“各区市县政府、园区管委会”作为责任单位进行考核，因此可以明确回答问题。,4.0,这个问题对于普通公民了解政策文件的实施情况非常有用。知道具体的考核单位可以增加政策的透明度，让公民了解谁对政策的实施结果负责，也有助于提高政策执行的效率和质量。,2.0,这个问题询问的是关于特定政策的负责单位，这个信息在没有上下文的情况下可能难以确定，因为它涉及到具体的政策执行和政府机构安排，这些信息不是普遍为人所知的。所以，这个问题依赖于当前的政策环境和具体的国家机构设置。
。（责任单位：市人力资源和社会保障局、市财政局，各区市县政府、园区管委会）（十五）开展创业企业吸纳就业奖补。返乡下乡创业者创办的企业，招用贫困家庭劳动力签订1年以上劳动合同并为其缴纳社会保险费的，按招用人数给予企业1000元/人一次性奖补；招用就业困难人员签订1年以上劳动合同并为其缴纳社会保险费的，按规定给予企业岗位补贴和社会保险补贴；招用毕业年度高校毕业生签订1年以上劳动合同并为其缴纳社会保险费的，按规定给予社会保险补贴。补贴资金从就业创业补助资金中列支。（责任单位：市人力资源和社会保障局、市财政局，各区市县政府、园区管委会）（十六）实施大学生创业吸纳就业奖励,"返乡下乡创业者创办的企业吸纳贫困家庭劳动力可以获得多少奖补？
",1000元/人一次性奖补。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,5.0,上下文明确提到了针对返乡下乡创业者创办的企业，在招用贫困家庭劳动力并签订1年以上劳动合同以及为其缴纳社会保险费的情况下，政府将按招用人数给予企业1000元/人一次性奖补。因此，基于给定的信息，这个问题可以得到明确和具体的答案。,4.0,这个问题对于想要了解政府如何支持返乡下乡创业者和贫困家庭劳动力的普通公民非常有用。它提供了具体的奖补信息，这对于潜在的创业者来说是一个重要的激励措施。同时，这也体现了政府如何通过政策支持来实现精准扶贫和促进就业。然而，对于那些不关心政策细节或者不打算创业的普通公民来说，这个问题的实用价值可能较低。,2.0,该问题涉及到具体的政策奖补数额，这个信息通常会根据国家的不同政策、地区的具体实施情况以及可能的时间变化而有所不同。没有提供具体的上下文信息，如政策年份、地区等，无法给出一个确切的答案。
。（责任单位：市人力资源和社会保障局、市财政局、市民政局、市总工会，各区市县政府、园区管委会）三、工作保障（一）完善推进机制。各区市县政府、园区管委会要加强对返乡下乡创业工作的领导，调整充实支持返乡下乡创业联席会议制度成员，加大投入，统筹推进返乡下乡创业工作，及时总结推广经验，研究制订重大政策措施，协调解决工作中存在的困难和问题。市级有关部门（单位）要根据职责分工，细化工作措施，增强政策的针对性和操作性，确保政策落地生根。（责任单位：市人力资源和社会保障局、市级相关部门，各区市县政府、园区管委会）（二）建立考核机制,"返乡下乡创业工作由哪些单位负责？
",返乡下乡创业工作由市人力资源和社会保障局、市财政局、市民政局、市总工会，各区市县政府、园区管委会负责。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,5.0,根据提供的上下文内容，明确指出了负责返乡下乡创业工作的单位为市人力资源和社会保障局、市财政局、市民政局、市总工会，以及各区市县政府、园区管委会。这些单位被提及为责任单位，并明确其在推进机制和考核机制中的角色。因此，可以根据上下文清楚、明确地回答该问题。,4.0,这个问题对于希望了解返乡下乡创业工作管理体制的公民来说非常有用。它提供了对相关政策执行单位的明确指导，有助于公民了解哪些部门是关键责任主体，从而能够更直接地获取相关信息和资源。对于有志于返乡下乡创业的人来说，了解这些信息对于他们寻找政策支持、办理相关手续以及可能需要的政策咨询等方面都是至关重要的。,2.0,这个问题询问的是特定工作的负责单位，这个信息没有在上下文中直接给出，需要特定的知识或额外的信息才能回答。因此，该问题的独立性较低。
。（责任单位：市发展和改革委、国网广安供电公司、广安爱众公司，各区市县政府、园区管委会）（六）加快创业载体建设。在区市县（园区）统筹规划、合理布局，建设一批高标准返乡创业园区、众创空间，加大创业园区供水、用电、交通、通信等基础设施建设力度，完善创业园区功能，实现聚集创业要素，降低创业成本，提高创业成功率。鼓励支持依法通过盘活老旧商业设施、仓储设施、闲置厂房楼宇、过剩商业地产等方式，建设创业孵化基地，为返乡创业者提供低成本创业场所。鼓励引导返乡创业人员投资建设各类创业示范平台,"何单位负责加快创业载体建设？
",市发展和改革委、国网广安供电公司、广安爱众公司以及各区市县政府、园区管委会负责加快创业载体建设。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,2.0,虽然上下文中提到了一些相关单位，但并没有明确指出哪个单位负责加快创业载体建设。提供的信息对于回答问题并不充分。,,,,
。鼓励返乡下乡创建农村电子商务服务平台，对返乡下乡创建农村电子商务平台的场地费用和网络使用费等，根据实际情况给予不超过80%的比例补贴，补贴期限不超过三年。鼓励支持返乡下乡创业者从事养老服务工作、兴办养老机构，按规定享受政府兜底类服务对象补贴、一次性建设补助和城乡社区居家养老服务补贴及其它养老服务业发展相关优惠政策。（责任单位：市商务局、市财政局、市民政局，各区市县政府、园区管委会）（五）提供电价优惠。对返乡下乡创业者开展农业、林木培育和种植、畜牧业、渔业生产以及农业服务业中的农产品初加工用电，按规定执行农业生产电价,"鼓励返乡下乡创建农村电子商务服务平台，对于此类项目的场地费用和网络使用费的补贴比例和期限是多少？
",根据上下文，对于返乡下乡创建农村电子商务平台的场地费用和网络使用费，补贴比例不超过80%，补贴期限不超过三年。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室,5.0,提供的上下文中明确了补贴比例（不超过80%）、补贴期限（不超过三年）以及其他的优惠政策，如养老服务业的补贴和电价优惠。这些信息具体且针对性强，可以在给定的上下文中清楚、明确地回答问题。,3.0,这个问题对于普通公民理解政策文件有一定的用处。了解政府对于农村电子商务服务平台创建的补贴政策，可以帮助有意向返乡下乡创建此类平台的公民了解成本和收益，从而鼓励更多的人投身于农村电子商务的发展。然而，这个问题可能对于普通公民来说有些专业和复杂，因为补贴比例和期限可能因地区和具体政策而异，需要详细的政策文件来确定。因此，这个问题对于普通公民的理解政策文件用处一般。,2.0,这个问题涉及到具体政策补贴信息，这些信息可能因地区和时间而异，因此需要特定的上下文来确定准确的补贴比例和期限。
