context,question,answer,source_url,category,title,org,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
。促进药品网络销售和医疗物流配送等规范发展。借助信息技术创新中医药就医取药模式，提供便捷的药品调剂、饮片代煎、送药上门等药事服务。（市卫生健康委、市医疗保障局、市商务局、市市场监管局负责）2.加强药品供应保障和药事管理。依托全民健康信息平台，加强基于互联网的短缺药品多源信息采集和供应业务协同应用，提升基本药物目录、鼓励仿制的药品目录的遴选等能力。鼓励医疗机构推进“智慧药房”建设，实现处方系统与药房配药系统无缝对接，方便群众及时取药。鼓励执业药师在线开展处方审核、合理用药指导等服务，依托处方数据推进医学合理用药工作的开展。（市卫生健康委、市市场监管局负责）（五）推进“互联网+”医疗保障结算服务,"（市卫生健康委、市医疗保障局、市商务局、市市场监管局负责哪些药事服务?)
",（市卫生健康委、市医疗保障局、市商务局、市市场监管局负责包括药品网络销售、医疗物流配送规范发展，创新中医药就医取药模式，提供便捷的药品调剂、饮片代煎、送药上门等药事服务。）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,4.0,根据上下文内容，可以明确地回答出四个部门分别负责的药事服务内容。上下文中提到了具体的服务事项，如药品调剂、饮片代煎、送药上门等，以及推进“智慧药房”建设，这些都属于市卫生健康委的职责；提到了“互联网+”医疗保障结算服务，这是市医疗保障局的职责；提到了促进药品网络销售和医疗物流配送等规范发展，这是市商务局的职责；提到了加强药品供应保障和药事管理，包括基于互联网的短缺药品多源信息采集和供应业务协同应用，以及处方数据推进医学合理用药工作的开展，这些都属于市市场监管局的职责。,3.0,这个问题对于普通公民来说有一定用处，因为它涉及到了几个政府部门的职责范围，了解这些部门负责的药事服务有助于公民对这些机构有更清晰的认识。然而，对于普通公民日常生活中的实际帮助程度可能有限，因为大多数人在日常生活中并不需要详细了解这些部门的药事服务职责。此外，这些信息可能较为专业或复杂，需要一定程度的专业知识才能完全理解。,3.0,该问题直接询问特定市级政府部门（市卫生健康委、市医疗保障局、市商务局、市市场监管局）负责的药事服务，这些部门职责明确，药事服务作为其职责范围内的一部分，通常涉及药品监督管理、医疗保障、卫生健康等领域。因此，该问题对具体部门职责的询问是具体的，并且相关公众和工作人员应当了解这些部门的职能。
。二、已经取得《医疗机构执业许可证》的实体医疗机构拟建立互联网医院，将互联网医院作为第二名称的，应当向其《医疗机构执业许可证》发证机关提出增加互联网医院作为第二名称的申请，并提交下列材料：1.医疗机构法定代表人或主要负责人签署同意的申请书，提出申请增加互联网医院作为第二名称的原因和理由；2.与省级互联网医疗服务监管平台对接情况；3.如果与第三方机构合作建立互联网医院，应当提交合作协议；4.登记机关规定提交的其他材料。,"实体医疗机构在取得《医疗机构执业许可证》后，如何申请将互联网医院作为第二名称？
",实体医疗机构应当向其《医疗机构执业许可证》发证机关提出增加互联网医院作为第二名称的申请，并提交医疗机构法定代表人或主要负责人签署同意的申请书、与省级互联网医疗服务监管平台对接情况、如果与第三方机构合作建立互联网医院，应当提交合作协议以及登记机关规定提交的其他材料。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,5.0,根据提供的上下文内容，问题得到了明确的回答。上下文详细说明了实体医疗机构在取得《医疗机构执业许可证》后，如何申请将互联网医院作为第二名称的步骤和所需提交的材料。,4.0,这个问题对于希望将互联网医院作为第二名称的实体医疗机构来说非常有用。它提供了具体的流程和步骤，帮助这些机构了解如何在取得《医疗机构执业许可证》后，合法合规地将互联网医院作为第二名称。此外，这也体现了政策对于互联网医疗的规范与发展并重的态度，对于关注医疗行业发展的公民来说，了解此类政策信息也是有价值的。,5.0,该问题直接询问了一个具体的程序，即实体医疗机构在获得《医疗机构执业许可证》后如何申请将互联网医院作为第二名称。这个问题是独立的，因为它提供了足够的背景信息，并且可以直接理解，不需要额外的上下文。
"。相关附件：二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5二维码结束【添加收藏(javascript:void(0);)】【我要纠错(javascript:void(0);)】【关闭窗口(javascript:void(0);)】相关信息广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见(/zfxxgk/szfbgt/pc/content/content_1719206776984117248.html)2019-12-31标签S标签标签E上下篇S<divclass=""article-sxp""><ulid=""data-article-sxp""></ul></di","广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见是在哪一年发布的？
",该实施意见是在2019年12月31日发布的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,5.0,根据上下文提供的信息，具体指出了广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见发布时间为2019年12月31日。因此，该问题可以根据上下文清楚、明确地回答。,2.0,该问题对于普通公民了解政策文件的直接用处不大，因为广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见的发布时间，并不直接影响公民理解和使用该政策的实际过程。然而，了解发布时间对于关心该政策演变的公民或研究者而言可能有一定价值，因为这可以为他们提供政策历史发展的背景信息。此外，对于需要追溯特定政策文件历史或在特定时间点上进行政策比较的人来说，这样的信息也是重要的。,3.0,该问题直接询问特定文件发布的时间，这个信息并不依赖于其他上下文信息，只要有关广安市人民政府办公室发布的文件目录或时间线，该问题即可得到解答。
。依托全民健康信息平台，以行业治理、便民应用、临床诊疗、医学科研等业务应用带动数据汇集，开展疾病预防控制、精准医疗、智能监管、应急和决策支持等应用，提升行业治理水平和服务能力。（市卫生健康委、市发展改革委、市财政局负责）（九）健全“互联网+医疗健康”标准体系。1.规范应用医疗健康数据标准。规范应用国家、省医疗健康数据资源目录与标准体系。统一各级医疗卫生机构病案首页书写规范、疾病分类与代码、手术操作分类与编码、医学名词术语。（市卫生健康委、市市场监管局、市医疗保障局负责）2.推进信息化标准规范应用,"（全民健康信息平台的主要目的是什么？）
",（全民健康信息平台的主要目的是提升行业治理水平和服务能力，以及开展疾病预防控制、精准医疗、智能监管、应急和决策支持等应用。）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,,,,,,
。1.完善互联网医疗健康服务政策。进一步完善医保支付政策，将符合条件的互联网诊疗服务项目按规定纳入医保支付范围，探索符合条件的第三方机构参与医院门诊特殊病种药品服务。健全互联网诊疗收费政策，加强使用管理，促进形成合理的利益分配机制，支持互联网医疗服务可持续发展。探索开展电子健康卡、电子社保卡等“多码合一”，便捷群众看病就医。完善“互联网+”药品供应保障政策，规范药事服务和药品物流配送。（市医疗保障局、市发展改革委、市卫生健康委、市市场监管局、市商务局、市人力资源社会保障局负责）2.健全互联网医疗健康激励约束机制,"完善互联网医疗健康服务政策具体包括哪些内容？
",完善互联网医疗健康服务政策包括：完善医保支付政策，将符合条件的互联网诊疗服务项目按规定纳入医保支付范围；健全互联网诊疗收费政策，加强使用管理，促进形成合理的利益分配机制；探索开展电子健康卡、电子社保卡等“多码合一”，便捷群众看病就医；完善“互联网+”药品供应保障政策，规范药事服务和药品物流配送。同时，还包括健全互联网医疗健康激励约束机制。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,5.0,根据提供的上下文，对于完善互联网医疗健康服务政策具体包括的内容，已经给出了清晰的描述和具体的措施。这些内容涉及到医保支付、第三方机构参与、诊疗收费、利益分配、药品供应等多个方面，为政策的具体实施提供了方向。,4.0,这个问题询问的是关于完善互联网医疗健康服务政策的具体内容，这对于普通公民了解现行政策、以及这些政策如何影响他们的医疗健康服务使用非常重要。普通公民可以通过了解这些内容，来判断政策是否能够满足他们的需求，以及他们可以如何利用互联网医疗健康服务。此外，这个问题也涉及到公民的健康权益和信息技术应用，是当前社会关注的热点问题。,2.0,这个问题询问的是关于完善互联网医疗健康服务政策的具体内容，这些内容并没有直接在上下文中提到，因此需要对互联网医疗健康服务政策有一定的了解才能回答这个问题。
。将临床路径、合理用药、支付政策等规则嵌入医院信息系统，将医院HIS系统接入医保监管系统，加快实现事前提醒、事中监督、事后审核，严格医疗行为和费用监管。（市医疗保障局、市卫生健康委负责）（六）加强“互联网+”医学教育和科普服务。1.创新在线医学教育培训和适宜技术推广。充分利用健康医疗大数据推进“互联网+医学教育”建设，创新构建“网络化、数字化、个性化、终身化”的医学教育体系，优选通过备案的远程继续教育机构为广大医务工作者提供不受时间、空间约束的学习平台,"（市医疗保障局和市卫生健康委负责什么工作？）
",（市医疗保障局和市卫生健康委负责加强“互联网+”医学教育和科普服务，以及将临床路径、合理用药、支付政策等规则嵌入医院信息系统，实现事前提醒、事中监督、事后审核，严格医疗行为和费用监管。）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,4.0,根据上下文提供的信息，清晰阐述了市医疗保障局和市卫生健康委的职责分工。上下文中提到了医疗保障局负责监管医疗行为和费用，以及提到了卫生健康委负责医学教育和科普服务，这些信息直接对应了两个机构的职能。,4.0,这个问题对于普通公民理解他们所依赖的公共服务机构的职能非常有用。了解市医疗保障局和市卫生健康委的职责可以帮助公民更好地理解他们可以获得哪些服务，以及当他们需要这些服务时应该联系哪个机构。此外，这也有助于提高政府透明度和公众对医疗保健服务的认知。,1.0,这个问题询问的是两个具体机构的职责，这些机构是市医疗保障局和市卫生健康委。除非接收者对这些机构的职能有预先的了解，否则问题本身不具有独立性。因此，该问题依赖于对特定组织及其职责的知识。
。1.推进人工智能辅助诊疗技术应用。鼓励医疗机构与相关企业合作，发展虚拟现实、影像识别、辅助诊断等技术。鼓励将语音识别等嵌入电子病历信息系统，提高医务人员工作效率。支持中医辨证论治智能辅助系统和临床辅助智能诊断系统应用，提升基层诊疗服务能力。（市发展改革委、市经济信息化局、市科学技术局、市卫生健康委按职责分工负责）2.加快发展医疗健康人工智能产业。强化临床、科研数据整合共享，吸引健康行业国内外优秀企业落户广安，鼓励研发医用机器人、大型医疗设备、应急救援医疗设备、中医智能康复器械等，开展行业应用试点示范，培育和壮大医疗健康人工智能产业,"2: 广安市在发展医疗健康人工智能产业方面计划采取哪些措施？
",2: 广安市计划强化临床、科研数据整合共享，吸引健康行业国内外优秀企业落户广安，鼓励研发医用机器人、大型医疗设备、应急救援医疗设备、中医智能康复器械等，开展行业应用试点示范，培育和壮大医疗健康人工智能产业。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,5.0,根据上下文内容，广安市计划采取的具体措施非常明确和具体，包括推进人工智能辅助诊疗技术的应用、支持中医智能辅助系统、加快产业发展、吸引企业落户、鼓励研发和开展试点示范等。这些措施旨在提高医疗服务效率和能力，同时培育和壮大医疗健康人工智能产业。,4.0,这个问题对于普通公民理解自己所在城市在医疗健康人工智能产业的发展方向和计划有直接关系。了解这些信息可以帮助公民了解政府的产业发展策略，以及可能对医疗健康服务产生影响的科技革新。此外，它还关系到公民个人未来的就业机会以及可能的社会经济发展。因此，这个问题对于希望了解广安市未来发展和参与公共事务的公民来说非常有用。,3.0,这个问题询问的是广安市在特定产业领域的发展计划，它依赖于广安市的具体情况以及医疗健康人工智能产业的政策背景。问题具体指向广安市的行动计划，不是一般性的产业政策讨论。
。到2020年，实现远程医疗服务覆盖全市所有医疗联合体和县级医院，到2022年，覆盖50%以上的社区卫生服务中心、乡镇卫生院，并向有条件的村卫生室延伸。（市卫生健康委、市发展改革委、市财政局负责）3.发展急救医疗服务。构建急救协同信息平台，开展急救优先分级调度。推进院前急救监护系统与区域或医院信息平台连接，加强患者信息共享，做好远程急救指导和院内急救准备，提供一体化综合救治服务。（市卫生健康委、市发展改革委负责）4.推行医疗收费电子票据管理改革。按规定启用全国统一式样的医疗收费票据，积极推进医疗收费电子票据应用,"何年份实现远程医疗服务覆盖全市所有医疗联合体和县级医院？
",到2020年实现远程医疗服务覆盖全市所有医疗联合体和县级医院。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,5.0,上下文中明确提到“到2020年，实现远程医疗服务覆盖全市所有医疗联合体和县级医院”，因此根据给定信息，我们可以清楚、明确地回答问题。,4.0,这个问题涉及到特定政策目标的实施时间，对于普通公民了解政府改善医疗服务的进度和计划非常重要。提供这个信息可以帮助公民了解他们可以期待何时能够使用远程医疗服务，以及政府如何实现医疗资源的均衡分配。因此，这个问题对于希望了解公共医疗政策执行情况的普通公民来说是有用的。,4.0,这个问题询问了一个具体的历史时间点，即远程医疗服务覆盖全市所有医疗联合体和县级医院的具体年份。这个时间点可能因地区而异，没有上下文信息，很难回答这个问题。
问：互联网医院申请需要什么材料 答：一、申请设置互联网医院，应当向其依托的实体医疗机构执业登记机关提出设置申请，并提交以下材料：1.设置申请书；2.设置可行性研究报告，可根据情况适当简化报告内容；3.所依托实体医疗机构的地址；4.申请设置方与实体医疗机构共同签署的合作建立互联网医院的协议书,"申请设置互联网医院需要提交哪些材料？
",申请设置互联网医院需要提交以下材料：1.设置申请书；2.设置可行性研究报告；3.所依托实体医疗机构的地址；4.申请设置方与实体医疗机构共同签署的合作建立互联网医院的协议书。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,5.0,根据上下文提供的信息，这个问题得到了明确的回答。上下文详细列出并描述了在申请设置互联网医院时需要提交的材料，包括设置申请书、设置可行性研究报告、依托实体医疗机构的地址和合作协议书。,4.0,该问题对于普通公民来说非常有用，因为它提供了具体的指导信息，帮助那些可能想要申请设置互联网医院的人了解需要准备哪些材料。这有助于公民遵循相关政策和规定，确保他们的申请符合所有要求。,4.0,这个问题询问的是具体办理互联网医院所需提交的材料，它与特定的上下文（如国家政策、具体地区规定等）有关，但这些信息可以从一般的医疗健康行政流程中得知。因此，该问题虽然与特定规定有关，但对于了解医疗行政的一般流程的人来说是有意义的。
问：四川省互联网医院牌照申请办理流程？ 答：第一步申请人在四川政务服务网网上申请或到市政务服务中心综合窗口提交申请材料；第二步窗口工作人员收到申请材料当场或者规定工作日内作出受理或不予受理决定。材料不齐全或不符合法定形式的，办理机关应在规定工作日内一次性告知申请人需要补正的全部内容，对不属于受理范围的，出具不予受理通知书；第三步办理人员对申请人提交的材料进行审查，提出初步审查意见；第四步办理机关负责人依据审查意见签署审批结果,"四川省互联网医院牌照申请办理流程的第一步是什么？
",四川省互联网医院牌照申请办理流程的第一步是申请人在四川政务服务网网上申请或到市政务服务中心综合窗口提交申请材料。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733341897370705920.html,卫生、体育,广安市人民政府办公室关于促进“互联网+医疗健康”发展的实施意见,广安市人民政府办公室,5.0,根据上下文提供的信息，第一步是明确的，即为申请人提供了在四川政务服务网网上申请或在市政务服务中心综合窗口提交申请材料的指导。,4.0,这个问题对于想要在四川省申请互联网医院牌照的个人或机构非常有用。了解申请流程的第一步是开始这一过程的关键。对于普通公民来说，这可能涉及到他们自己申请牌照或者他们需要了解相关流程以便与服务机构合作。因此，这个问题对于理解政策文件有很大的用处。,2.0,这个问题询问的是四川省互联网医院牌照申请办理流程的第一步，这是一个具体的事实问题，它依赖于特定的上下文信息和地域规定。这个问题需要了解四川省的具体医疗政策和相关政府部门的工作流程。
