context,question,answer,source_url,category,title,org
各区市县人民政府，广安经开区、枣山园区、协兴园区、华蓥山景区管委会，市级各部门：为贯彻落实《国务院办公厅关于改革全科医生培养与使用激励机制的意见》（国办发〔2018〕3号）、《四川省人民政府办公厅关于改革完善全科医生培养与使用激励机制的实施意见》（川办发〔2018〕70号）精神，壮大全科医生队伍，提升全科医生素质和能力，加快推进健康广安建设，制定本实施意见。一、总体要求（一）指导思想,"《国务院办公厅关于改革全科医生培养与使用激励机制的意见》的发布年份是什么？
",《国务院办公厅关于改革全科医生培养与使用激励机制的意见》的发布年份是2018年。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,"广安市人民政府办公室发布了什么实施意见？
",广安市人民政府办公室发布了关于改革完善全科医生培养与使用激励机制的实施意见。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
。二是完善聘用管理办法。对专科及以上学历医学毕业生或经住院医师规范化培训合格的全科医生要优先安排，简化招聘程序，可采取面试、组织考察等方式考核招聘；对经住院医师规范化培训合格的本科学历全科医生，基层医疗卫生机构在人员招聘、职称晋升、岗位聘用等方面，与临床医学、中医专业硕士研究生同等对待，可给予5万元的安置补助，并不受用编和进人计划限制办理入编手续。三是扩展职业发展前景,"专科及以上学历医学毕业生或经住院医师规范化培训合格的全科医生在招聘时可以采取哪些方式考核招聘？
",专科及以上学历医学毕业生或经住院医师规范化培训合格的全科医生在招聘时可以采取面试、组织考察等方式考核招聘。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
问：全科医生使用激励机制的措施有哪些？ 答：一是改善薪酬制度。综合考虑基层卫生机构各类因素统筹平衡与县（市、区）级公立医院绩效工作的水平关系，合理核定政府办基层医疗卫生机构绩效工资总量，提升全科医生工资水平，使其工资水平与当地县区级综合医院同等条件临床医师工资水平相衔接。同时，基层医疗卫生机构要制定完善绩效工资分配办法，根据实际，在核定绩效工资总量时给予进一步倾斜。二是完善聘用管理办法,"全科医生工资水平如何与当地县区级综合医院同等条件临床医师工资水平相衔接？
",通过改善薪酬制度，综合考虑基层卫生机构各类因素统筹平衡与县（市、区）级公立医院绩效工作的水平关系，合理核定政府办基层医疗卫生机构绩效工资总量，提升全科医生工资水平。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
。（七）完善全科医生聘用管理办法。各地要在现有机构编制总量内严格落实基层医疗卫生机构编制标准，并根据经济社会发展和群众健康需求的增长情况进行动态调整。基层医疗卫生机构在核定的编制内要保证全科医生的配备，并衔接好工资等相关待遇。对专科及以上学历医学毕业生或经住院医师规范化培训合格的全科医生要优先安排，简化招聘程序，可采取面试、组织考察等方式考核招聘；对经住院医师规范化培训合格的本科学历全科医生，基层医疗卫生机构在人员招聘、职称晋升、岗位聘用等方面，与临床医学、中医专业硕士研究生同等对待，可逐年给予5万元的安置补助，并不受用编和进人计划限制办理入编手续,"基层医疗卫生机构如何保证全科医生的配备？
",基层医疗卫生机构在核定的编制内要保证全科医生的配备，并衔接好工资等相关待遇。对专科及以上学历医学毕业生或经住院医师规范化培训合格的全科医生要优先安排，简化招聘程序，可采取面试、组织考察等方式考核招聘。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
"。相关附件：二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5二维码结束【添加收藏(javascript:void(0);)】【我要纠错(javascript:void(0);)】【关闭窗口(javascript:void(0);)】相关信息广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见(/zfxxgk/szfbgt/pc/content/content_1719207355806457856.html)2019-04-25标签S标签标签E上下篇S<divclass=""article-sxp""><ulid=""data-article-sxp""></ul><","广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见是什么？
",广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见是一个政策文件，发布于2019年4月25日。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
。（二）工作目标。到2020年，适应行业特点的全科医生培养制度基本建立，适应全科医学人才发展的激励机制基本健全，全科医生职业吸引力显著提高，全科医生数量和质量基本满足家庭医生签约和分级诊疗制度需要，服务能力显著增强，城乡每万名居民拥有3名合格的全科医生，其中平均每个乡镇卫生院不少于2名。到2030年，适应行业特点的全科医生培养制度更加健全，使用激励机制更加完善，城乡每万名居民至少拥有6名合格的全科医生，全科医生队伍基本满足健康广安建设需求。二、建立健全适应行业特点的全科医生培养制度（三）医教协同推进院校全科医学教育改革。与医学高等院校联合开办全科医学班，重点培养全科医生,"到2030年，城乡每万名居民至少拥有多少名合格的全科医生？
",到2030年，城乡每万名居民至少拥有6名合格的全科医生。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
。鼓励有条件的地区结合实际实施本地全科医生特岗计划，引导和激励优秀人才到基层工作。（十六）职称晋升政策向贫困地区进一步倾斜。对长期扎根贫困县农村基层工作的全科医生，可突破学历等限制，破格晋升职称。执业范围注册为全科专业的临床医生，取得中级职称后在贫困县农村基层连续工作满10年的，可经职称评审委员会考核认定，直接取得副高级职称，取得的副高级职称原则上应限定在基层医疗卫生机构聘任，由基层医疗卫生机构向上级医疗卫生机构流动时，应取得全省统一的高级职称。六、完善保障措施（十七）加强组织领导,"哪些人可以破格晋升职称？
",长期扎根贫困县农村基层工作的全科医生可以破格晋升职称。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
。六、完善保障措施（十七）加强组织领导。各地各有关部门（单位）要充分认识改革完善全科医生培养与使用激励机制的重要意义，将其作为深化医药卫生体制改革、推进健康广安建设的关键环节和重大任务，加强组织领导，强化部门协同，明确任务分工，确保各项改革举措落实到位、各项改革目标如期实现。2019年6月底前，各区县（市）要制定出台具体的实施方案。（十八）深化医保支付方式改革,"什么是完善保障措施的关键环节和重大任务？
",改革完善全科医生培养与使用激励机制。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
。（九）鼓励社会力量举办全科诊所。落实国家和省关于促进社会办医加快发展的政策措施，医疗机构相关规划布局不对全科诊所的设置作出限制，由市场自主调节。支持符合条件的全科医生个体或合伙在城乡开办全科诊所，为居民就近提供医疗保健服务，县级卫生健康行政部门应依法做好全科诊所设置审批工作，完善属地化管理。鼓励二、三级综合医院与辖区内全科诊所建立双向转诊机制，畅通转诊渠道。加强政府监管、行业自律与社会监督，指导全科诊所依法执业，做好宣传引导，促进全科诊所规范发展,"鼓励社会力量举办全科诊所的相关政策措施是什么？
",鼓励社会力量举办全科诊所的政策措施包括落实国家和省相关政策，不对全科诊所设置作出限制，支持符合条件的全科医生个体或合伙在城乡开办全科诊所，并加强政府监管、行业自律与社会监督等。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743902946286022656.html,卫生、体育,广安市人民政府办公室关于改革完善全科医生培养与使用激励机制的实施意见,广安市人民政府办公室
