context,question,answer,source_url,category,title,org
。第十一条外来车辆在住宅区临时停放，停车费收取标准由业主确定，收益归业主所有。业主决定委托物业服务人管理的，约定支付相应费用。公安、消防、抢险、检修、救护、环卫、邮政等车辆执行公务或服务事项时临时停放，不得收费。第十二条物业服务人不得收取装饰装修保证金，不得强制服务、强行收费。业主可以委托物业服务人为其装饰装修活动提供垃圾及废弃物清运等服务，约定服务内容、服务费用、违约责任等。第十三条利用物业共用部位、共用设施设备等进行经营，应当由业主决定，所得收益归业主所有。第十四条为应对突发事件、落实行政管理措施，物业服务人提供相应服务，且物业服务合同未约定的，物业服务人可以请求业主支付相应费用,"（第十一条中，哪些车辆临时停放时不得收费？）
",（公安、消防、抢险、检修、救护、环卫、邮政等车辆执行公务或服务事项时临时停放，不得收费。）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
"问：装修保证金、装修管理服务费、装修垃圾清运费该不该收，要收多少？ 答：物业服务人不得收取装饰装修保证金，不得强制服务、强行收费。业主可以委托物业服务人为其装饰装修活动提供垃圾及废弃物清运等服务，约定服务内容、服务费用、违约责任等。
问：车位管理服务费该不该收，要收多少？ 答：业主可以委托物业服务人为其停放车辆提供相应服务，双方约定服务事项、服务费用。
问：物业服务企业是否可以采取停水停电停气措施向业主催交物业费？ 答：物业服务人不得采取停止供电、供水、供燃气和违规停用电梯及其他公共设施、限制车辆及人员出入等方式催交前期物业费。","物业服务人是否可以收取装修保证金？
",物业服务人不得收取装饰装修保证金。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
。第十五条住房城乡建设部门负责建设单位和物业服务行业的监督管理工作，对建设单位和物业服务人违反法律法规以及本办法的行为，依法予以处理。市场监管部门负责前期物业费监督管理工作，对不执行政府指导价及其他违反价格法律法规的行为，依法予以处理。第十六条保障性住房物业费按照规定实行政府指导价。第十七条本办法自2020年11月1日起施行，有效期5年。《广安市人民政府办公室关于印发〈广安市物业服务收费管理实施细则〉的通知》（广安府办发〔2014〕6号）同时废止。相关附件：二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5,"谁负责对建设单位和物业服务行业的违法行为进行监督管理？
",住房城乡建设部门负责对建设单位和物业服务行业的违法行为进行监督管理。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
各区市县人民政府，广安经开区、枣山园区、协兴园区管委会，市级各部门：《广安市前期物业费管理办法》已经五届市政府第60次常务会议审议通过，现印发给你们，请遵照执行。广安市人民政府办公室2020年9月17日广安市前期物业费管理办法第一条为规范前期物业费管理，保障业主、物业服务人合法权益，依据《中华人民共和国价格法》《物业管理条例》《四川省物业管理条例》等规定，制定本办法。第二条本办法所称前期物业费是指在业主、业主大会选聘物业服务人之前，建设单位通过招投标等法定方式公开选聘物业服务人，物业服务人按照合同约定提供物业服务，业主按照合同约定支付的费用。第三条住房前期物业费按照规定实行政府指导价,"前期物业费的定义是什么？
",前期物业费是指在业主、业主大会选聘物业服务人之前，建设单位通过招投标等法定方式公开选聘物业服务人，物业服务人按照合同约定提供物业服务，业主按照合同约定支付的费用。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
。整治人民群众反映强烈的物业服务收费乱象，需要从完善管理机制、加大整治力度、加强行业自律等方面综合施策，齐抓共管。,"整治物业服务收费乱象需要哪些措施？
",整治物业服务收费乱象需要从完善管理机制、加大整治力度、加强行业自律等方面综合施策，齐抓共管。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,"广安市前期物业费管理办法是由谁发布的？
",广安市前期物业费管理办法是由广安市人民政府办公室发布的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
问：出台《广安市前期物业费管理办法》的背景是什么？ 答：2014年1月出台的《广安市物业服务收费管理实施细则》，为指导和规范全市物业服务收费发挥了重大作用。近年来，物业服务中存在以下四个突出问题：一是业主或物业使用人，不依法履行缴纳物业服务费等应尽的义务，不遵守法定的禁止行为。二是物业服务人不依法履行物业服务合同，没有提供质价相符的服务，存在收费等级高、实际服务质量低问题。三是物业管理信息化手段落后，致使业主或物业使用人不能及时了解物业法律法规和参加业主大会并行使表决权。四是物业监管不到位，制度不完善。这些问题，一方面导致物业收费难，另一方面物业服务不到位，形成恶性循环,"《广安市前期物业费管理办法》是在哪一年出台的？
",《广安市前期物业费管理办法》是在2014年出台的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
。第七条物业服务人应当按照物业服务合同，提供物业服务。第八条业主应当按照物业服务合同约定支付前期物业费。不按照合同约定支付的，物业服务人可以依法催告其支付；仍不支付的，物业服务人可以提起诉讼或者申请仲裁。物业服务人不得采取停止供电、供水、供燃气和违规停用电梯及其他公共设施、限制车辆及人员出入等方式催交前期物业费。第九条供水、供电、供气、通信、有线电视等专业经营单位应当向终端用户收取相关费用。物业服务人接受专业经营单位委托代收上述费用的，不得向业主收取其他任何费用。第十条业主可以委托物业服务人为其停放车辆提供相应服务，双方约定服务事项、服务费用,"业主可以如何委托物业服务人处理车辆停放服务？
",根据第十条，业主可以委托物业服务人为其停放车辆提供相应服务，双方需约定服务事项和服务费用。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
问：发现物业服务人违规收费向哪个部门投诉？ 答：市场监管部门负责前期物业费监督管理工作，对不执行政府指导价及其他违反价格法律法规的行为，依法予以处理,"哪个部门负责监督管理物业服务人的前期物业费？
",市场监管部门负责前期物业费监督管理工作。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
"问：空置房或长期无人居住房屋物业服务费是否有优惠政策？ 答：国家、四川省、广安市现行法规政策，暂无空置房或长期无人居住房屋服务服务费的优惠政策。空置房或长期无人居住房屋物业服务费优惠事项由物业服务人与业主协商一致或合同约定。
问：业主或租户不缴纳物业服务费怎么办？ 答：不按照合同约定支付的，物业服务人可以依法催告其支付；仍不支付的，物业服务人可以提起诉讼或者申请仲裁。租户不缴纳物业费，由业主依法承担连带责任。原业主欠物业费，新业主没有连带责任。","业主或租户不缴纳物业服务费时，物业服务人可以采取哪些措施？
",物业服务人可以依法催告其支付；如果仍不支付，可以提起诉讼或者申请仲裁。如果租户不缴纳物业费，业主需要依法承担连带责任。而如果原业主欠物业费，新业主则没有连带责任。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
"问：出台《广安市前期物业费管理办法》政策依据是什么？ 答：依据《中华人民共和国价格法》《物业管理条例》《四川省物业管理条例》和《四川省定价目录》等规定。
问：哪些物业服务收费实行政府指导价管理？ 答：保障性住房物业服务和住宅前期物业服务收费标准实行政府指导价管理。
问：新楼盘在哪里了解物业服务收费标准？ 答：建设单位销售新建住房时，应当按照规定在销售现场的显著位置将物业服务事项、服务质量、服务费用的标准和收取办法等进行公示。
问：哪些物业服务事项由双方协议约定？ 答：商业及门市物业服务费、车位管理服务费、装修管理服务费、装修垃圾清运费，以及政府指导价以外的其它特约服务费由当事双方协议约定。","哪些物业服务事项需要双方协议约定？
",商业及门市物业服务费、车位管理服务费、装修管理服务费、装修垃圾清运费，以及政府指导价以外的其他特约服务费需要当事双方协议约定。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733371294018510848.html,其他,广安市人民政府办公室关于印发《广安市前期物业费管理办法》的通知,广安市人民政府办公室
