context,question,answer,source_url,category,title,org
。其中，定向医学生按照协议连续服务满6年，且每年考核均达到合格及以上等次的，方可获得第6年发放的补助经费。（三）履约保障。1.诚信记录。定向医学生就读院校、规范化培训基地及定向就业区市县卫生计生行政部门须分别如实填写《农村订单定向免费医学生诚信记录表》，加盖印章后存入定向医学生个人档案。2.违约处理。免费医学生不能如期毕业或毕业前发生违约行为的，要按规定退还已享受的各项减免和补助费用，由培养学校负责代收。毕业后发生违约行为的，要按规定退还已享受的减免和补助费用，并缴纳相当于已享受费用总额50%的违约金，由签约单位负责代收。代收费用由执收单位缴入市、县级财政金库,"定向医学生需要满足哪些条件才能获得第6年发放的补助经费？
",定向医学生需要按照协议连续服务满6年，且每年考核均达到合格及以上等次，才能获得第6年发放的补助经费。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
。广安市人民政府办公室2017年7月19日广安市农村订单定向医学生免费培养方案为加快培养广安市“本土化”农村基层卫生专业技术人才，提升基层医疗卫生服务能力和水平，根据教育部等6部门《关于进一步做好农村订单定向医学生免费培养工作的意见》（教高〔2015〕6号）、《四川省人民政府关于加强卫生计生队伍建设的意见》（川府发〔2014〕47号）、《广安市人民政府关于加快卫生计生人才队伍建设的意见》（广府发〔2016〕2号）、省卫生计生委等5部门《关于做好2017届农村订单定向免费医学生毕业就业等有关工作的通知》（川卫发〔2017〕94号）精神，结合我市实际，制定本方案,"广安市农村订单定向医学生免费培养方案的目的是什么？
",广安市农村订单定向医学生免费培养方案的目的是加快培养广安市“本土化”农村基层卫生专业技术人才，提升基层医疗卫生服务能力和水平。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
。一、培养目标根据各区市县乡镇医疗卫生机构人员编制空缺情况和专业人才需求，计划从2017年开始，用5年时间，通过农村订单定向医学生免费培养，解决我市基层农村卫生人才“引进难、留住难”问题，筑牢基层医疗卫生网底，为农村群众提供基本医疗卫生服务。2017年，计划订单定向免费培养农村医学生70名（其中：临床医学20名、全科医学20名、影像技术10名、检验技术10名、康复治疗技术10名）。以后每年根据基层实际需求确定培养专业和人数。二、培养方式依托广安职业技术学院为我市农村医疗卫生机构免费培养订单定向医学生，学制3年，大专学历,"我市计划如何解决基层农村卫生人才问题？
",我市计划通过农村订单定向医学生免费培养，用5年时间，根据各区市县乡镇医疗卫生机构人员编制空缺情况和专业人才需求，解决我市基层农村卫生人才“引进难、留住难”问题。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
。3.定向医学生就业后，均应按规定参加医学规范化培训，并取得相应的培训合格证书，培训时间计入6年服务期内。培训期间的人员管理、待遇、经费保障等按有关规定执行。定向医学生申请专升本和攻读研究生须经区市县卫生计生行政部门和用人单位同意并签订协议，攻读本科和研究生期间不计入6年服务期。若规范化培训与读书时间重叠，其重叠期则按规范化培训相关规定执行。4.定向医学生在服务期内，应取得相应专业的执业资格。执业证书注册地点限乡镇卫生院和村卫生室，未经当地卫生计生行政部门同意不得变更执业地点，不得改变服务单位,"定向医学生就业后需要多长时间的医学规范化培训？
",定向医学生就业后需要进行医学规范化培训，培训时间计入6年服务期内。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,"广安市人民政府办公室发布了什么通知？
",广安市人民政府办公室发布了广安市农村订单定向医学生免费培养方案的通知。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
。（二）填报志愿及签订协议。对参加普通高等学校年度招生考试，并承诺毕业后到区市县定向的农村医疗卫生机构服务6年以上的考生，均须与定向就业所在区市县卫生计生部门签订《广安市免费培养定向医学生就业协议书》（一式三份），经本人及其家长（或监护人）签字，区市县卫生计生部门盖章生效（协议分别由区市县卫生计生部门、本人各保存一份，另一份存入考生档案）。（三）招生录取。订单定向培养计划作为定向就业计划纳入广安职业技术学院和其他委托培养院校（以下简称：培养院校）医学专业年度招生计划，在专科提前批次录取。定向医学生面向全省招生，主要以广安籍生源为主，在符合投档要求的考生范围内，优先录取定岗单位所在区市县生源,"定向医学生需要与哪个部门签订就业协议？
",定向医学生需要与定向就业所在区市县的卫生计生部门签订《广安市免费培养定向医学生就业协议书》。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
。对招聘后6年内取得执业资格的定向医学生，可继续聘用到签约单位工作；在签约单位工作满6年后仍未取得执业资格者，解除聘用合同，并终止与签约单位的人事关系。四、保障措施（一）组织保障。定向医学生免费培养工作政策性强，涉及面广，市县两级卫生计生、编制、财政、人力资源社会保障、教育体育等部门和培养院校、农村医疗卫生单位要各负其责，切实落实各项政策措施，建立综合协调机制，确保工作顺利实施。（二）经费保障。1.培养补助,"定向医学生取得执业资格的时间要求是什么？
",定向医学生招聘后6年内需要取得执业资格。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
各区市县人民政府，广安经开区、枣山园区、协兴园区、华蓥山景区管委会，市级相关部门：《广安市农村订单定向医学生免费培养方案》已经市政府同意，现印发给你们，请认真组织实施,"《广安市农村订单定向医学生免费培养方案》由谁同意印发？
",《广安市农村订单定向医学生免费培养方案》已经市政府同意印发。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
。4.市财政局负责项目经费保障与监督。5.市教育体育局负责在市内各学校宣传定向医学生培养项目，引导本地学生填报志愿。（二）广安职业技术学院负责将每年度的定向医学生培养计划纳入高校招生计划；负责农村订单定向医学生的学校教育、培养及管理工作。（三）区市县相关部门。1.区市县卫生计生部门为本区域内项目实施的牵头单位，负责与编制、财政、人力资源社会保障部门汇总审核上报农村订单定向医学生年度需求计划，负责项目的具体组织实施和效果评估分析。2.区市县机构编制部门负责审核、预留农村订单定向医学生所需空缺编制，负责农村订单定向医学生毕业后入编事宜,"市财政局负责哪些任务？
",市财政局负责项目经费保障与监督。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
。（二）经费保障。1.培养补助。对定向医学生在校学习期间的学费、住宿费、生活费给予一定补助，所需资金由市财政根据报备的项目管理定向医学生人数，按照每人每学年8000元的标准拨付给培养院校，培养院校按年度足额发放到学业成绩合格的定向医学生本人账户。培养院校还应对在校定向医学生提供优惠政策，对学业成绩和表现优异的，在助学金和奖学金方面予以倾斜。2.履约补助。对纳入项目管理的定向医学生，区市县财政按照每人1万元的标准，在定向医学生毕业到岗后6年内分2次补助到定向医学生人头，第1年、第6年分别按照补助金额的20％和80％发放,"定向医学生在校学习期间可以获得哪些补助？
",定向医学生在校学习期间可以获得学费、住宿费、生活费的补助。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743986774211997696.html,卫生、体育,广安市人民政府办公室关于印发广安市农村订单定向医学生免费培养方案的通知,广安市人民政府办公室
