context,question,answer,source_url,category,title,org
。新建城区和新建居住（小）区配置养老服务设施用地规模未达到规定最低标准的，不得通过国土空间总体规划和详细规划的审查。严格落实新建住宅小区与配套养老服务设施同步规划、同步建设、同步验收、同步交付，配套养老服务设施验收后同步无偿移交县级民政部门或乡镇人民政府（街道办事处）。已交付产权人的养老服务设施由民政部门履行监管职责，确保养老服务用途。到2022年，配建养老服务设施达标率达到100%。老旧小区无养老服务设施或现有设施未达配建标准的，通过新建、政府回购、租赁、改造等方式因地制宜补足养老设施，并同步开展消防设施改造。在供地用房方面，养老服务设施用地符合《划拨用地目录》的，可采取划拨方式供地,"新建城区和新建居住（小）区配置养老服务设施用地规模未达到规定最低标准的会有什么后果？
",新建城区和新建居住（小）区配置养老服务设施用地规模未达到规定最低标准的，不得通过国土空间总体规划和详细规划的审查。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。（三）突出补齐短板，建设兜底型的农村养老服务体系。推进敬老院整合，将补齐农村养老基础设施短板、提升乡镇养老院（敬老院）建设标准纳入脱贫攻坚工作和乡村振兴战略统筹推进，结合乡镇行政区划调整，整合构建区域性农村养老服务中心，每个区市县至少建设1所示范性农村特困人员供养中心，并逐步将区域性养老服务中心、乡镇敬老院收归县级民政直管。实施社会化运营，鼓励通过公开竞争等方式，将区域性养老服务中心、农村日间照料中心实行社会化运营。引导社会组织积极承接政府购买服务，为农村留守老年人提供专业服务,"什么是补齐农村养老基础设施短板的方法？
",补齐农村养老基础设施短板的方法包括推进敬老院整合，提升乡镇养老院（敬老院）建设标准，结合乡镇行政区划调整，整合构建区域性农村养老服务中心，每个区市县至少建设1所示范性农村特困人员供养中心，并逐步将区域性养老服务中心、乡镇敬老院收归县级民政直管。同时，实施社会化运营，鼓励通过公开竞争等方式，将区域性养老服务中心、农村日间照料中心实行社会化运营，引导社会组织积极承接政府购买服务，为农村留守老年人提供专业服务。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。建立社工引领志愿者服务机制，培育壮大老年志愿服务队伍。完善养老服务从业人员关爱和激励褒扬机制，开展“最佳养老护理员”等评选活动。到2022年，全市培养培训20名养老师资、200名养老院院长、2000名养老护理员、800名涉老社会工作者，培育1个养老实训基地，每千名老年人配备1名社会工作者，每百张养老机构床位配备至少1名社会工作者。（十一）强化质量保障，优化养老服务发展环境。建立各司其责、协同配合的综合监管机制，推进跨部门“双随机、一公开”联合监管和分级分类监管。加快建立养老服务领域社会信用体系建设，实施养老服务组织或机构“红黑名单”管理,"（请提供具体问题，以事实信息回答，且不要提及“根据段落”或“上下文”）
",（你的答案）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。附件：1．任务分工表2．年度重点工作及进度安排表广安市人民政府办公室2020年9月10日附件：1．任务分工表(/gasrmzfw/c104243/1743904696871071744/YpSBsYOt.doc)附件：2．年度重点工作及进度安排表(/gasrmzfw/c104243/1743904696871071744/gv65ADTi.doc)相关附件：二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5,"任务分工表和年度重点工作及进度安排表是什么？
",任务分工表和年度重点工作及进度安排表是广安市人民政府办公室在2020年9月10日发布的文件。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。二、主要任务（一）突出提质增效，建设便捷化的居家社区养老服务体系。以全国居家和社区养老服务改革试点市建设为契机，以机构养老的理念办居家和社区养老，将居家和社区养老服务纳入城乡社区治理重要内容。强化居家养老服务，2020年底前，采取政府补贴等方式，对所有纳入特困供养、建档立卡范围的高龄、失能、残疾老年人家庭，按照《无障碍设计规范》实施适老化改造，鼓励其他老年人家庭进行适老化改造。推动设立“家庭照护床位”。开展失能老年人家庭成员照护培训，探索建立家庭喘息服务机制。继续实施政府购买居家养老服务工程,"在哪一年底前，政府将对特定群体的高龄、失能、残疾老年人家庭进行适老化改造？
",2020年底前。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。2020年，市本级和广安区、邻水县试点建设3个社区养老服务综合体；到2022年，力争全市所有街道办事处、县城所在镇和重点镇至少建成1个社区养老服务综合体。（二）突出提档升级，建设多层次的机构养老服务体系。合理布局养老机构点位，每1所养老机构城区或县城周边服务半径不低于2公里，农村服务半径不低于10公里。政府兜底基本养老服务，规划建设一批满足基本养老服务需求、服务高龄及失能失智老年人的功能型养老机构。公办养老机构在满足兜底保障需求基础上，重点为特困人员、经济困难的失能失智老年人、计划生育特殊家庭老年人提供无偿或低收费托养服务，逐步为社会老年人提供基本养老服务,"（2020年，哪些地区试点建设了社区养老服务综合体？）
",（2020年，市本级、广安区、邻水县试点建设了3个社区养老服务综合体。）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。具备法人资格的医疗机构可通过变更登记事项或经营范围开展养老服务。支持部分二级医院转型为康复、护理、安宁疗护等接续性医疗机构，推动二级以上医疗机构开设老年医学科，鼓励具备医疗资质的养老机构设置老年病区，鼓励各级医疗卫生机构与养老机构组建医疗养老联合体。将符合条件的养老机构内设医疗机构，按规定纳入医保协议管理。设立老年人康复辅助器具配置维护（租赁）服务站点，符合条件的医疗、护理和康复项目，按规定纳入基本医保支付范围；探索将符合条件的基本治疗性康复辅具逐步纳入基本医疗保险支付范围，有条件的地方对特殊困难老年人配置基本康复辅具给予补贴。加快推进家庭医生签约服务和家庭病床服务,"医疗机构如何通过变更登记事项或经营范围开展养老服务？
",具备法人资格的医疗机构可以通过变更登记事项或经营范围来开展养老服务。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。发展商业养老保险，开发符合老年人特点的险种，科学厘定费率。鼓励商业保险公司发展满足长期养老需求的养老保障管理业务，鼓励养老服务机构投保养老服务机构责任险等险种。推进区域养老服务协同发展，建立“费随人走”“费随人给”异地养老机制。支持企业研发生产智能养老设备及适老化产品用品，打造展示体验场所，培育老年产品用品市场。发展适老康复辅助器具产业，培育康复辅助器具产业园区。到2022年，初步建立相关保险和福利及救助相衔接的长期照护保障制度。广安区、岳池县、武胜县、邻水县至少开办1个老年用品市场（展示体验场所）。三、保障措施（八）强化组织保障，健全养老服务领导工作机制," What is the government's strategy for promoting the development of commercial endowment insurance?
"," The government's strategy for promoting the development of commercial endowment insurance includes developing insurance products tailored to the characteristics of the elderly, setting reasonable premium rates, encouraging commercial insurance companies to develop pension management services that meet long-term pension needs, and advocating for the insurance of responsibility for elderly care service institutions. Additionally, the strategy promotes the collaborative development of regional elderly care services, establishes a mechanism for cross-border elderly care with ""fees following the person,"" and supports enterprises in researching and developing intelligent elderly care equipment and adaptation products, creating exhibition and experience venues, and cultivating the market for elderly care products and supplies. Furthermore, the strategy emphasizes the development of the elderly care rehabilitation assistance industry and the cultivation of industrial parks specializing in rehabilitation assistance. By 2022, a初步 long-term care security system that connects insurance, welfare, and assistance is to be established. At least one elderly care product market (display and experience venue) should be established in Guang'an District, Yuechi County, Wusheng County, and LinShui County. 

Fact Statement Question- Which regions are expected to establish at least one elderly care product market by 2022 according to the policy?
Answer- Guang'an District, Yuechi County, Wusheng County, and LinShui County are expected to establish at least one elderly care product market by 2022.",https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。加快推进家庭医生签约服务和家庭病床服务。到2022年，二级以上综合医院设置老年医学科比例超过50%，养老机构和协议合作的医疗卫生机构普遍开通双向转介绿色通道。（七）推进金融养老，实施“养老+保险”融合发展。按照国家、省里统一部署，完善贫困和低收入家庭老年人救助、基本养老保险待遇和基础养老金标准正常调整机制，启动前锋区长期护理保险制度试点。整合高龄津贴、护理补贴等，集中补贴经济困难高龄、失能老年人长期照护费用。通过政府购买服务等方式，统一开展老年人能力综合评估，评估结果作为领取老年人补贴、接受基本养老服务的依据。发展商业养老保险，开发符合老年人特点的险种，科学厘定费率,"何年二级以上综合医院设置老年医学科比例超过50%？
",2022年,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
。建立第三方社会监督和行业自律机制，培育一批专业评估机构和社会组织。严厉整治养老服务领域非法集资乱象，对养老机构为弥补设施建设资金不足，通过销售预付费性质“会员卡”等形式进行营销的，按照包容审慎监管原则，明确限制性条件，采取商业银行第三方存管方式确保资金管理使用安全。严禁在养老机构内进行保健品推销。建立养老服务监测分析与发展评价机制，推进养老服务机构服务质量建设和信息公开，开展质量提升和隐患整治专项行动，实施养老机构等级评定和划分," What measures are being taken to regulate the marketing practices of elderly care institutions in China?
"," Elderly care institutions in China are required to follow restrictive conditions and adopt a third-party banking depositary system to manage funds collected from selling prepaid membership cards to make up for insufficient facility construction funds. They are also forbidden from promoting health supplements within the institution. Additionally, the government is establishing a monitoring and evaluation mechanism for elderly care services to improve service quality, enhance public information transparency, and conduct special campaigns for quality improvement and hazard rectification. An assessment and classification system for elderly care institutions is also being implemented.",https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743904696871071744.html,民政、扶贫、救灾,广安市人民政府办公室关于办区域性最好的养老推进广安养老服务高质量发展的实施意见,广安市人民政府办公室
