context,question,answer,source_url,category,title,org
。（责任单位：人行广安市中心支行、广安银保监分局、市金融工作局、市人力资源和社会保障局、市经济和信息化局、市科学技术局、市财政局，各区市县政府、园区管委会）（八）充实创业担保基金。将省对我市贫困县（市、区）实施的返乡创业分险基金并入创业担保贷款基金，各区市县、园区财政每年安排一定的资金补充创业担保基金，发展政府性融资担保机构，创新融资担保业务，为符合条件的返乡下乡创业者提供创业担保贷款支持。（责任单位：市财政局、市人力资源和社会保障局、人行广安市中心支行、广安银保监分局、市金融工作局，各区市县政府、园区管委会）（九）建立创业扶持基金,"（你的事实陈述问题）
",（你对事实陈述问题的答案）,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。全面清理规范涉企收费事项，凡是没有法律法规依据和中省政策规定的，不得收取任何费用。（责任单位：市政务服务管理局、市级相关部门，各区市县政府、园区管委会）（四）强化宣传引导。坚持正确舆论导向，充分利用广播、电视、网络和基层公共就业服务平台，广泛宣传中、省、市出台的支持返乡下乡创业的政策措施，提高政策知晓度。在新闻媒体开设专栏，大张旗鼓地宣传返乡下乡创业成功人员的典型事迹，发挥榜样引领作用，激发更多返乡下乡创业者的创业热情。（责任单位：市委宣传部、市级相关部门，各区市县政府、园区管委会）（五）加强督导调度,"全面清理规范涉企收费事项的责任单位是什么？
",全面清理规范涉企收费事项的责任单位是市政务服务管理局和市级相关部门，各区市县政府、园区管委会。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。其中，对从事森林康养、休闲农业和乡村旅游等业务的农业经营主体，其辅助设施建设用地可再增加3%。农林牧渔业产品初加工工业项目用地，可按不低于所在地土地等别相对应工业用地出让最低价标准的70%确定土地出让底价。将符合条件的返乡下乡创业者纳入城镇住房保障范围和住房公积金制度范畴，支持返乡下乡创业较为集中的开发区和产业园区因地制宜发展公租房。（责任单位：市自然资源和规划局、市住房和城乡建设局、市农业农村局、市财政局、市林业局，各区市县政府、园区管委会）（四）支持发展农村服务业,"林业和农业经营主体在土地使用上可以获得哪些优惠政策？
",林业和农业经营主体在辅助设施建设用地方面可增加3%，农林牧渔业产品初加工工业项目用地可按不低于所在地土地等别相对应工业用地出让最低价标准的70%确定土地出让底价。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。鼓励支持保险机构积极开发具有我市特色的农业保险品种，为返乡下乡创业者创办的产业提供多样化保险保障，各地可根据本地财力情况给予最高不超过保险费50%比例的补贴。（责任单位：广安银保监分局、市农业农村局、市财政局、市林业局、市税务局，各区市县政府、园区管委会）（十三）落实税收优惠政策。依法落实国家促进创业的减税降费优惠政策。（责任单位：市税务局，各区市县政府、园区管委会）（十四）给予创业补贴支持。对首次创业且正常经营1年以上的返乡下乡创业农民工、首次创办小微企业或从事个体经营且正常经营1年以上的就业困难人员以及符合条件的创业大学生，按规定从就业创业补助资金中一次性给予1万元创业补贴,"《广安银保监分局、市农业农村局、市财政局、市林业局、市税务局，各区市县政府、园区管委会》是哪些单位的简称？
", 广安银保监分局、市农业农村局、市财政局、市林业局、市税务局，各区市县政府、园区管委会。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。市返乡下乡创业联席会议办公室每半年召开一次返乡下乡创业工作座谈会，听取返乡下乡创业人员对我市开展返乡下乡创业工作和执行创业政策的意见建议，及时帮助解决困难和问题。每季度召开一次例会，调度成员单位、区市县（园区）返乡下乡创业工作开展情况。市返乡下乡创业联席会议制度成员单位和区市县（园区）每月向市返乡下乡创业联席会议办公室报送至少一篇返乡下乡创业相关材料。市返乡下乡创业联席会议办公室将按照目标任务和责任分工，开展督促检查，通报工作开展情况,"市返乡下乡创业联席会议办公室多久召开一次返乡下乡创业工作座谈会？
",市返乡下乡创业联席会议办公室每半年召开一次返乡下乡创业工作座谈会。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。对区市县（园区）返乡下乡创业政策落实情况、返乡创业园区建设情况、返乡创业人员数量、创办经济实体数量及投资金额进行重点考核。将考核结果作为对各区市县政府、园区管委会和市级有关部门领导干部进行综合考核评价的参考。（责任单位：市返乡下乡创业联席会议办公室，各区市县政府、园区管委会）（三）优化创业营商环境。建立健全审批服务“一窗受理、集成服务”机制，推行“多证合一”“多评合一”“多图联审”“并联评价”，将企业开办时间压缩至5个工作日。全面推行“最多跑一次”改革、相对集中行政许可权改革，加快信息化建设，打通部门间数据壁垒，变“群众跑腿”为“信息跑路”，政务服务事项网上办理率达到80%以上,"何单位负责对返乡下乡创业政策落实情况等方面进行考核？
",市返乡下乡创业联席会议办公室和各区市县政府、园区管委会负责对返乡下乡创业政策落实情况等方面进行考核。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。（责任单位：市人力资源和社会保障局、市财政局，各区市县政府、园区管委会）（十五）开展创业企业吸纳就业奖补。返乡下乡创业者创办的企业，招用贫困家庭劳动力签订1年以上劳动合同并为其缴纳社会保险费的，按招用人数给予企业1000元/人一次性奖补；招用就业困难人员签订1年以上劳动合同并为其缴纳社会保险费的，按规定给予企业岗位补贴和社会保险补贴；招用毕业年度高校毕业生签订1年以上劳动合同并为其缴纳社会保险费的，按规定给予社会保险补贴。补贴资金从就业创业补助资金中列支。（责任单位：市人力资源和社会保障局、市财政局，各区市县政府、园区管委会）（十六）实施大学生创业吸纳就业奖励,"返乡下乡创业者创办的企业吸纳贫困家庭劳动力可以获得多少奖补？
",1000元/人一次性奖补。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。（责任单位：市人力资源和社会保障局、市财政局、市民政局、市总工会，各区市县政府、园区管委会）三、工作保障（一）完善推进机制。各区市县政府、园区管委会要加强对返乡下乡创业工作的领导，调整充实支持返乡下乡创业联席会议制度成员，加大投入，统筹推进返乡下乡创业工作，及时总结推广经验，研究制订重大政策措施，协调解决工作中存在的困难和问题。市级有关部门（单位）要根据职责分工，细化工作措施，增强政策的针对性和操作性，确保政策落地生根。（责任单位：市人力资源和社会保障局、市级相关部门，各区市县政府、园区管委会）（二）建立考核机制,"返乡下乡创业工作由哪些单位负责？
",返乡下乡创业工作由市人力资源和社会保障局、市财政局、市民政局、市总工会，各区市县政府、园区管委会负责。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。（责任单位：市发展和改革委、国网广安供电公司、广安爱众公司，各区市县政府、园区管委会）（六）加快创业载体建设。在区市县（园区）统筹规划、合理布局，建设一批高标准返乡创业园区、众创空间，加大创业园区供水、用电、交通、通信等基础设施建设力度，完善创业园区功能，实现聚集创业要素，降低创业成本，提高创业成功率。鼓励支持依法通过盘活老旧商业设施、仓储设施、闲置厂房楼宇、过剩商业地产等方式，建设创业孵化基地，为返乡创业者提供低成本创业场所。鼓励引导返乡创业人员投资建设各类创业示范平台,"何单位负责加快创业载体建设？
",市发展和改革委、国网广安供电公司、广安爱众公司以及各区市县政府、园区管委会负责加快创业载体建设。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
。鼓励返乡下乡创建农村电子商务服务平台，对返乡下乡创建农村电子商务平台的场地费用和网络使用费等，根据实际情况给予不超过80%的比例补贴，补贴期限不超过三年。鼓励支持返乡下乡创业者从事养老服务工作、兴办养老机构，按规定享受政府兜底类服务对象补贴、一次性建设补助和城乡社区居家养老服务补贴及其它养老服务业发展相关优惠政策。（责任单位：市商务局、市财政局、市民政局，各区市县政府、园区管委会）（五）提供电价优惠。对返乡下乡创业者开展农业、林木培育和种植、畜牧业、渔业生产以及农业服务业中的农产品初加工用电，按规定执行农业生产电价,"鼓励返乡下乡创建农村电子商务服务平台，对于此类项目的场地费用和网络使用费的补贴比例和期限是多少？
",根据上下文，对于返乡下乡创建农村电子商务平台的场地费用和网络使用费，补贴比例不超过80%，补贴期限不超过三年。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733355917451202560.html,劳动、人事、监察,广安市人民政府办公室关于印发《广安市促进返乡下乡创业实施方案》的通知,广安市人民政府办公室
