context,question,answer,source_url,category,title,org
"问：除一般规定外，污泥产生单位还需要遵守哪些规定？ 答：一是建设污泥脱水设施，确保产生的污泥泥质符合相关规定；二是将产生的污泥全部收集并及时运送污泥处理处置单位处置；三是配置污泥应急贮存设施。
问：除一般规定外，污泥运输单位还需要遵守哪些规定？ 答：一是合理规划运输时间和运输路线，使用防水、防渗漏、防遗撒的专用密闭容器或密闭车辆进行运输；二是运输车辆应当具有相关道路运输资质、保持外观清洁；三是污泥跨地区转移的，转移单位应当制定污泥跨地区转移计划并履行备案程序；四是禁止将污泥交由无相关道路运输资质的单位和个人运输。","污泥产生单位需要遵守哪些额外规定？
",污泥产生单位需要遵守的额外规定包括：建设污泥脱水设施以确保污泥泥质符合相关规定；将产生的污泥全部收集并及时运送至污泥处理处置单位处置；配置污泥应急贮存设施。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。不得将生活垃圾、金属工具制品、危险废弃物等异物混入污泥。第十七条污泥产生单位无污泥无害化处置能力的，应当将污泥运送至污泥处理处置单位处置，并应择优选取其他污泥处理处置单位作为污泥应急出路，避免因原有污泥处理处置单位出现检修、事故等异常情况时，污泥无法及时外运处理处置。第十八条污泥产生单位应当将产生的污泥全部收集，建立台账记录数量、含水率等指标，并及时运送污泥处理处置单位处置。第十九条污泥产生单位、处理处置单位应当按照有关技术标准，配置污泥应急贮存设施，并采取措施确保应急贮存的污泥不产生环境危害,"污泥产生单位应当如何处理产生的污泥？
",污泥产生单位应当将产生的污泥全部收集，并建立台账记录数量、含水率等指标，及时运送污泥处理处置单位处置。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。生态环境部门负责建立污泥产生单位、处理处置单位环境信用管理制度并组织实施，将相关信用记录纳入全国信用信息共享平台；负责查处本部门职责范围内污泥污染环境的违法行为。城管执法（综合行政执法）部门负责查处住房城乡建设领域污泥污染环境的违法行为。发展改革部门负责对污泥处理处置费用进行成本调查。财政部门负责统筹安排污泥处理处置资金，及时足额拨付污泥处理处置经费。交通运输部门负责污泥运输单位运输资质审核和污泥运输过程中的超限交通违法行为查处。公安部门负责配合查处污泥处理处置活动中的违法行为,"生态环境部门负责什么？
",生态环境部门负责建立污泥产生单位、处理处置单位环境信用管理制度并组织实施，将相关信用记录纳入全国信用信息共享平台；负责查处本部门职责范围内污泥污染环境的违法行为。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。第二条本办法所称城镇生活污水处理厂（站），是指负责处理城市、县城、建制镇生活污水的污水处理厂（站），不包括农村（乡、二级场镇）生活污水处理站。本办法所称污泥，是指城镇生活污水处理厂（站）在污水处理过程中产生的半固态或固态物质，不包括栅渣、浮渣和沉砂。本办法所称污泥产生单位，是指依法运营城镇生活污水处理厂（站）的单位；污泥运输单位，是指依法从事污泥运输经营的单位；污泥处理处置单位，是指依法从事污泥处理处置活动，使污泥达到稳定化、无害化、资源化处置的单位；污泥其他接收单位，是指以调试自身污水处理设施（仅使用并不处理处置）为目的，少量接收污泥的单位,"什么是本办法所称的城镇生活污水处理厂（站）？
",本办法所称城镇生活污水处理厂（站）是指负责处理城市、县城、建制镇生活污水的污水处理厂（站），不包括农村（乡、二级场镇）生活污水处理站。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
"问：除一般规定外，污泥处理处置单位还需要遵守哪些规定？ 答：一是根据项目环评批复制定运行计划，加强运行管理；二是及时接收、处置污泥，依法向公众开放设施、场所；三是建立完善的检测、记录、存档和报告制度。
问：污泥处理处置主管部门是谁？ 答：市、县人民政府住房城乡建设部门是污泥主管部门，负责对污泥处理处置活动实施统一监督管理，对污泥产生、收集、运输、贮存、处理处置等活动进行监督检查。","污泥处理处置主管部门是谁？
",污泥处理处置主管部门是市、县人民政府住房城乡建设部门，负责对污泥处理处置活动实施统一监督管理，对污泥产生、收集、运输、贮存、处理处置等活动进行监督检查。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。第二十三条禁止将污泥交由无相关道路运输资质的单位和个人运输。污泥产生单位、处理处置单位自行运输污泥的，应当严格参照前述规定执行。第二十四条污泥处理处置单位应当根据项目环评批复制定运行计划，加强运行管理，合理安排设备检修时间，不得无故停运污泥处理处置设施和超负荷运行。第二十五条污泥处理处置单位应当确保设施连续稳定运行，及时接收、处置污泥。未及时接收、处置污泥的，应当依法承担有关法律责任。污泥处理处置单位应当依法向公众开放设施、场所，提高公众环境保护意识和参与程度,"第二十三条禁止将污泥交由无相关道路运输资质的单位和个人运输，那么污泥产生单位和处理处置单位如何运输污泥？
",污泥产生单位、处理处置单位自行运输污泥，并严格参照相关规定执行。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。出现污泥流失、渗漏、散落、扬散或其他环境污染情形时，污泥产生单位、运输单位、处理处置单位应当采取紧急处理措施防止污染扩大，并及时向属地生态环境部门、污泥主管部门报告。第三章污泥的产生、收贮、运输及处置第十六条污泥产生单位应当建设污泥脱水设施，产生的污泥泥质应当符合《城镇污水处理厂污泥泥质》（GB/T24188—2009）中有关控制指标和限值要求。不得将生活垃圾、金属工具制品、危险废弃物等异物混入污泥,"污泥产生单位应当符合哪个标准的要求？
",污泥产生单位应当符合《城镇污水处理厂污泥泥质》（GB/T24188—2009）中有关控制指标和限值要求。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。交通运输部门：负责污泥运输单位运输资质审核和污泥运输过程中的超限交通违法行为查处。公安部门：负责配合查处污泥处理处置活动中的违法行为。,"哪个部门负责污泥运输单位的运输资质审核？
",交通运输部门负责污泥运输单位的运输资质审核。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
"问：违法违规从事污泥处理处置活动，需要承担怎样的法律责任？ 答：市场主体违法违规从事污泥处理处置活动的，由有权机关按照《中华人民共和国水污染防治法》《中华人民共和国固体废物污染环境防治法》《城镇排水与污水处理条例》等法律法规的规定予以处罚；构成犯罪的，依法追究刑事责任。
问：仅违反《办法（试行）》规定，未上升到法律层面，需要承担什么责任？ 答：污泥产生单位、处理处置单位违反《办法（试行）》规定，但未构成违法行为的，纳入环境信用管理，由生态环境部门按相关制度规定采取信用约束管理措施。","违法违规从事污泥处理处置活动可能面临的法律责任是什么？
",违法违规从事污泥处理处置活动的市场主体，可能会根据《中华人民共和国水污染防治法》、《中华人民共和国固体废物污染环境防治法》和《城镇排水与污水处理条例》等法律法规的规定受到处罚；如果构成犯罪，则可能依法追究刑事责任。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
问：《办法（试行）》从什么时间开始实施？ 答：从2023年10月20日起实施，有效期2年,"《办法（试行）》自何时起开始实施？
",《办法（试行）》从2023年10月20日起开始实施。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,"广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）是由谁发布的？
",广安市人民政府办公室发布了《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。本办法所称污泥处理，是指对污泥进行稳定化、减量化和无害化处理的过程，一般包括浓缩、脱水、厌氧消化、好氧消化、石灰稳定、干化和焚烧等；污泥处置，是指对处理后污泥进行最终消纳的过程，一般包括土地利用、建材利用、焚烧和填埋等。第三条本市行政区域内城镇生活污水处理厂（站）污泥的产生、收集、贮存、运输、处理处置及其相关的监督管理活动，适用本办法。第四条污泥处理处置应当遵循减量化、稳定化、无害化、资源化的原则。加强对有害物质的源头控制，保障污泥泥质符合国家规定指标要求，提高污泥处理处置能力，实施污泥产生、收集、贮存、运输、处理处置的全过程管理,"污泥处理包括哪些过程？
",污泥处理包括浓缩、脱水、厌氧消化、好氧消化、石灰稳定、干化和焚烧等过程。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。第五条污泥处理处置活动的监督管理，应当遵循属地管理、行业监管的原则。第二章一般规定第六条污泥产生、收集、贮存、运输、处理处置等各个环节应当遵守国家和地方相关法律法规、污染控制标准及技术规范，严禁擅自倾倒、堆放、丢弃、遗撒污泥。第七条污泥产生单位、运输单位、处理处置单位应当切实履行企业主体责任，建立污泥管理的规章制度，包括操作规程、岗位职责、安全生产制度、污泥台账管理制度、人员培训计划和污染物监测计划，确保污泥得到规范、安全处理处置。第八条污泥产生单位、运输单位、处理处置单位应当定期对从事污泥收集、运输、贮存、处理处置等工作的人员进行相关法律法规、职业技能和安全管理培训，并做好培训记录归档,"污泥处理处置活动应遵循哪些原则？
",污泥处理处置活动应遵循属地管理、行业监管的原则。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。第二十六条污泥处理处置单位应当建立完善的检测、记录、存档和报告制度，对处理处置后的污泥及其副产物的去向、用量、用途等进行跟踪、记录和报告，并将相关资料保存5年以上。第二十七条污泥处理处置费用按特许经营协议或其他服务协议约定的标准执行。第四章监督管理第二十八条各县（市、区）人民政府、园区管委会负责本辖区污泥处理处置工作的组织领导和统筹协调。第二十九条有关部门在各自职责范围内做好污泥处理处置的监督管理工作，发现隐患应当责令责任单位及时消除。住房城乡建设部门是污泥主管部门，负责对污泥处理处置活动实施统一监督管理，对污泥产生、收集、运输、贮存、处理处置等活动进行监督检查,"第二十六条要求污泥处理处置单位保存相关资料的年限是多少？
",第二十六条要求污泥处理处置单位保存相关资料的年限为5年以上。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
。广安市人民政府办公室2023年9月15日广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）第一章  总则第一条为加强对全市城镇生活污水处理厂（站）污泥处理处置的监督管理，规范生活污泥处理处置行为，预防和减少污泥对环境的二次污染，促进污泥资源化利用，根据《中华人民共和国环境保护法》《中华人民共和国水污染防治法》《中华人民共和国固体废物污染环境防治法》《城镇排水与污水处理条例》《四川省城镇生活污水处理厂污泥处理处置技术指引（试行）》等法律法规和行业标准，结合本市实际，制定本办法,"广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）是根据哪些法律法规制定的？
",广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）是根据《中华人民共和国环境保护法》、《中华人民共和国水污染防治法》、《中华人民共和国固体废物污染环境防治法》、《城镇排水与污水处理条例》和《四川省城镇生活污水处理厂污泥处理处置技术指引（试行）》等法律法规制定的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1743959131898949632.html,城乡建设、环境保护,广安市人民政府办公室关于印发《广安市城镇生活污水处理厂（站）污泥处理处置管理办法（试行）》的通知,广安市人民政府办公室
