context,question,answer,source_url,category,title,org
。第四条　   征收集体土地房屋拆迁基本住房货币安置补偿坚持被征地农民自愿的原则，被征地农民选择还房安置的，按广安府发〔2018〕11号规定执行。第五条　   在市政府统一领导下，市自然资源和规划、住房和城乡建设、财政等相关部门及广安区、前锋区、广安经开区、枣山园区、协兴园区按照各自职责，依法做好中心城区征地拆迁补偿安置工作。确定基本住房货币安置补偿价格公布程序,"征收集体土地房屋拆迁基本住房货币安置补偿的原则是什么？
",被征地农民自愿的原则。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
。由拆迁实施部门按照公布确定的补偿价格计算支付基本住房货币安置补偿费用，由被征地农民自主购买住房。被征地农民在基本住房建筑面积内不再享受原住房拆迁补偿。原有住房面积超过基本住房建筑面积的，按广安府发〔2018〕11号规定标准给予货币安置补偿。基本住房货币安置补偿和还房安置被征地农民原有房屋抵扣面积按被征地农民原有房屋主体建筑结构补偿标准从高到低进行抵扣,"如何计算被征地农民的基本住房货币安置补偿费用？
",被征地农民的基本住房货币安置补偿费用是由拆迁实施部门按照公布确定的补偿价格计算支付的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,"广安市在中心城区征收集体土地房屋拆迁时，采用哪种安置补偿方式？
",广安市在中心城区征收集体土地房屋拆迁时，采用的是基本住房货币安置补偿方式。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
。协议应使用统一文本，其中应当载明下列主要内容：1．拆迁实施部门、自然资源部门、被征地农民三方的姓名或单位名称（被征地农民享受基本住房建筑面积人员信息）；2．被拆迁房屋权属证明相关文件、地址、结构和建筑面积；3．被拆迁房屋的确认产权面积；4．货币安置补偿款的项目、标准、数额、支付方式和支付期限；5．被征地农民的搬迁期限；6．违约责任；7．争议的解决方式；8．三方认为需要订立的其他条款。第八条　 为保证被征地农民居者有其房，拆迁实施部门、自然资源部门与被征地农民签订房屋拆迁基本住房货币安置补偿协议后，按协议约定方式支付安置补偿费用,"拆迁实施部门、自然资源部门和被征地农民签订的房屋拆迁基本住房货币安置补偿协议应包含哪些主要内容？
",拆迁实施部门、自然资源部门和被征地农民签订的房屋拆迁基本住房货币安置补偿协议应包含以下主要内容：拆迁实施部门、自然资源部门、被征地农民三方的姓名或单位名称（被征地农民享受基本住房建筑面积人员信息）、被拆迁房屋权属证明相关文件、地址、结构和建筑面积、被拆迁房屋的确认产权面积、货币安置补偿款的项目、标准、数额、支付方式和支付期限、被征地农民的搬迁期限、违约责任、争议的解决方式以及三方认为需要订立的其他条款。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
。第七条　 征收集体土地房屋拆迁基本住房货币安置补偿程序如下：（一）拆迁实施部门依据征地补偿安置方案，及时将拆迁范围、拆迁房屋结构、拆迁房屋面积等事项以张贴或村务会等方式在被征地村、组进行公示，公示期不少于5个工作日，接受被征地村、组以及群众监督；（二）被征地农民提出书面申请，自愿选择货币安置补偿方式，并作出书面承诺；（三）被征地农民选择基本住房货币安置补偿的，应当与拆迁实施部门、自然资源部门签订房屋拆迁基本住房货币安置补偿协议,"征收集体土地房屋拆迁基本住房货币安置补偿程序包括哪些步骤？
",征收集体土地房屋拆迁基本住房货币安置补偿程序包括以下步骤：（一）拆迁实施部门依据征地补偿安置方案，将被拆迁范围、拆迁房屋结构、拆迁房屋面积等事项进行公示，接受被征地村、组以及群众监督；（二）被征地农民提出书面申请，选择货币安置补偿方式，并作出书面承诺；（三）被征地农民选择基本住房货币安置补偿的，与拆迁实施部门、自然资源部门签订房屋拆迁基本住房货币安置补偿协议。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
。第十二条    被征地农民已签定协议并领取了基本住房货币安置补偿费后仍不搬迁或者不履行协议，由有权机关依法作出限期搬迁决定，对拒不搬迁的，依法强制搬迁。第十三条    原征收土地涉及的还房安置已签订《拆迁补偿安置协议》或截至本办法印发实施之日，广安市中心城区范围内已动工建设征地拆迁区域安置房的，该区域征地拆迁仍按原确定的方式实行还房安置。第十四条    本办法由广安市自然资源和规划局负责解释。第十五条    本办法自公布之日起30日以后施行，有效期5年。广安市人民政府印发的《广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿实施办法（试行）》（广安府发〔2016〕19号）有效期届满失效,"被征地农民在什么情况下会接受强制搬迁？
",被征地农民在已签定协议并领取了基本住房货币安置补偿费后，如果仍不搬迁或不履行协议，有权机关会依法作出限期搬迁决定，对拒不搬迁的，将依法进行强制搬迁。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
。广安市人民政府办公室2019年3月8日广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法第一条    为维护被征地拆迁群众合法权益，根据《中华人民共和国土地管理法》《中华人民共和国城乡规划法》《中华人民共和国物权法》《四川省〈中华人民共和国土地管理法〉实施办法》和《广安市人民政府印发广安市征地补偿安置办法的通知》（广安府发〔2018〕11号）等法律法规和政策文件规定，结合广安市实际，制定本办法,"广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法是根据哪些法律法规制定的？
",广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法是根据《中华人民共和国土地管理法》、《中华人民共和国城乡规划法》、《中华人民共和国物权法》、《四川省〈中华人民共和国土地管理法〉实施办法》和《广安市人民政府印发广安市征地补偿安置办法的通知》等法律法规和政策文件制定的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
。确定基本住房货币安置补偿价格公布程序。广安区、前锋区人民政府，广安经开区、枣山园区、协兴园区管委会按照广安府发〔2018〕11号规定，依法组织实施所辖片区范围内征地拆迁补偿安置工作，负责组织辖区住房和城乡建设、财政、发展和改革、统计等相关部门依据辖区商品房市场价格信息及市场价格变化情况，在充分调查的基础上，于每年第一季度对辖区基本住房货币安置补偿价格进行修订，并将修订成果报市政府审查备案后，由各地公布实施。第六条    实行基本住房货币安置补偿的，被征地农民享受基本住房建筑面积，按每人35平方米的标准计算，被征地农民原有房屋建筑面积每人不足35平方米的，按35平方米计算拆迁安置补偿费用,"广安区、前锋区人民政府等机构是如何确定基本住房货币安置补偿价格的？
",根据广安府发〔2018〕11号规定，广安区、前锋区人民政府，广安经开区、枣山园区、协兴园区管委会组织相关部门依据辖区商品房市场价格信息及市场价格变化情况，在充分调查的基础上，于每年第一季度对辖区基本住房货币安置补偿价格进行修订，并将修订成果报市政府审查备案后，由各地公布实施。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
各区市县人民政府，广安经开区、枣山园区、协兴园区、华蓥山景区管委会，市级相关部门：《广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法》已经五届市政府第32次常务会审议通过，现予印发，请遵照执行,"《广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法》是由哪个机构通过的？
",《广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法》是由五届市政府第32次常务会审议通过的。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
。有效期内，法律、法规、规章及上级规范性文件另有规定或按程序对本办法作出废止、修改、失效的决定，从其规定或决定。相关附件：二维码开始扫一扫在手机打开当前页用来校验该浏览器是否支持HTML5,"该办法在什么情况下会失效？
",该办法在法律、法规、规章及上级规范性文件另有规定或按程序对其作出废止、修改、失效的决定时会失效。,https://www.guang-an.gov.cn/gasrmzfw/c104243/pc/content/content_1733361856937988096.html,国土资源、能源,广安市人民政府办公室关于印发广安市中心城区征收集体土地房屋拆迁基本住房货币安置补偿办法的通知,广安市人民政府办公室
